Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,"
            Snapchat Marketing: An In-Depth Guide        ",Extremely Positive,180,"['panicking', 'limited', 'hard', 'frustrating', 'cold', 'afraid', 'fail', 'mediocre', 'failures', 'Sneak', 'hype', 'afraid', 'risk', 'loss']",['kill'],"[Marketa, KuchynkovaShutterstock]"
12,Microsoft's reported $10 billion OpenAI bet is a gamble on the future of AI,Extremely Positive,140,"['limited', 'hype', 'Stern', 'Stern', 'break', 'blame', 'culprit', 'sneaky', 'sneaky', 'falls']",['fight'],"[Matt, Weinberger, Jordan, Parker, Erb, Peter, Stern, Stern, April, Joyner, Marc, Benioff, Tim, Levin, Matt, Weinberger, Hallam, Bullock, hallambullock, Jack, Ma]"
13,"Seattle schools sue TikTok, Meta, Snapchat, and YouTube over students’ mental health and behavioral issues",Extremely Negative,650,"['issues', 'crisis', 'accuses', 'issues', 'exploit', 'harmed', 'crisis', 'harms', 'dangerous', 'critical', 'terrible', 'bad', 'suffer', 'issues', 'issues', 'inadequate', 'sued', 'sued', 'failing', 'issues']",['suicide'],"['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit']"
14,Woman who lied about grooming gang guilty of perverting course of justice ,Extremely Negative,2460,"['guilty', 'malevolent', 'lies', 'false', 'allegations', 'racism', 'threats', 'ruined', 'falsely', 'false', 'allegations', 'prison', 'raping', 'false', 'allegations', 'fictional', 'lies', 'guilty', 'suffers', 'depression', 'stress', 'disorder', 'imprisonment', 'ruined', 'trapped', 'prison', 'threats', 'stranger', 'deceit', 'plot', 'swollen', 'bruises', 'Fell', 'attacks', 'concerned', 'accusations', 'false', 'guilty', 'offence', 'falsely', 'devastating', 'accusations', 'untrue', 'malevolent', 'False', 'accusations']","['rape', 'raped', 'sex', 'death', 'rape', 'raped', 'raped', 'rapist', 'killed', 'death', 'brothel', 'pimped', 'sexually', 'sex', 'racist', 'rape', 'sexual', 'sexual', 'abuse', 'rape', 'sexual', 'assault', 'fear', 'crime']","['harassment', 'lawsuit', Eleanor, Williams, Ellie, Williams, 'harassment', 'lawsuit', Jordan, Trengove, Williams, Trengove, 'lawsuit', Williamss, Allison, Johnston, Williams, Trengove, Trengove, Trengove, Mohammed, Ramzan, Mo, Rammy, Williams, Williams, Ramzan, Ramzan, 'lawsuit', Liam, Neeson, Williams, Williams, Simon, Fell, 'lawsuit', Williamss, Williams, Wendy, Lloyd, 'harassment', 'harassment', 'harassment', Eleanor, Williamss, 'lawsuit', 'lawsuit', 'harassment', 'harassment', 'harassment', Williams]"
15,Sensual ASMR has boomed on YouTube — but creators are facing a crackdown,Generally Neutral,3220,"['tingling', 'tingled', 'controversial', 'pales', 'worried', 'lonely', 'issues', 'loneliness', 'issues', 'loneliness', 'violation', 'reluctance', 'violate', 'vehemently', 'deny', 'risk', 'blurry', 'bad', 'blame', 'scapegoat', 'worrying', 'struggling', 'bleed', 'worrying', 'obsolete', 'wrong', 'stringent', 'opposition', 'unacceptable', 'frustrated', 'lonely', 'problem']","['sexually', 'Boob', 'Dirty', 'sexual', 'sexual', 'sexually', 'sexual', 'sexually', 'sex', 'sexually', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexually', 'fetish', 'sexually', 'sexually', 'sexually', 'Fetish', 'Pixie', 'sex', 'sexually', 'sexual', 'sexual', 'sex', 'sexual', 'sexual', 'sexual', 'lesbian', 'fetish', 'taboo', 'queer', 'adult', 'sexual', 'nipple', 'porn', 'sexual', 'sexual', 'spit']","[Dev, Ritchie, Ritchie, Ritchie, Ritchie, 'lawsuit', 'harassment', Ritchie, 'harassment', 'harassment', Ritchie, Elcee, Orlova, Orlova, Ritchie, Kaitlyn, Siragusa, 'harassment', 'harassment', 'harassment', 'harassment', 'harassment', Fetish, Pixie, 'harassment', Orlova, Ritchie, 'harassment', Carolina, Are, 'harassment', 'harassment', 'harassment', Are, 'harassment', 'lawsuit', 'harassment', 'harassment', Siragusa]"
16,"Social media use may impact adolescents’ brain development, study says",Generally Neutral,70,"['split', 'critical', 'limitations', 'difficult', 'risk', 'unclear', 'harmful', 'bad']",[],"[Eva, Telzer, Telzer]"
17,Seattle schools blame social media for a mental health crisis. Are tech companies liable?,Extremely Negative,1620,"['unhappy', 'crisis', 'blame', 'crisis', 'havoc', 'sad', 'hopeless', 'complaint', 'allege', 'nuisance', 'vague', 'noise', 'complaints', 'weak', 'harm', 'controversial', 'liability', 'irrelevant', 'suffering', 'difficult', 'isolate', 'problems', 'harm', 'doubt', 'drastic', 'hard', 'isolate', 'stress', 'unsure', 'harm', 'isolate', 'crisis', 'crisis', 'stress', 'issue', 'puzzled', 'sue', 'problems', 'corrupting', 'sue', 'violation', 'nuisance', 'nuisance', 'nuisance', 'nuisance', 'weird', 'liability', 'criticism', 'liability', 'critics', 'liability', 'harmful', 'complaint', 'issue', 'troubling', 'liability', 'controversial', 'hate', 'harassment']","['poverty', 'marijuana', 'drug', 'Republican']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Eric, Goldman, Jennifer, Granick, 'harassment', Goldman, Goldman, 'lawsuit', Goldman, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Josh, Hawley, Amy, Klobuchar, Joe, Biden, 'lawsuit', 'lawsuit', Clarence, Thomas, Gonzalez, Taamnehhave, 'lawsuit', Granick, 'lawsuit', 'lawsuit', 'harassment']"
18,No Headline,Extremely Negative,810,"['Sue', 'Crisis', 'accusing', 'nuisance', 'crisis', 'Vulnerable', 'worsening', 'anxiety', 'depression', 'disordered', 'difficult', 'complaint', 'vulnerable', 'excessive', 'complaint', 'Worse', 'harmful', 'liable', 'harmful', 'disorder', 'anxiety', 'depression', 'sad', 'hopeless', 'nuisance']","['abuse', 'suicide']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit']"
19,"It’s 2023, Instagram should make an iPad app",Extremely Negative,400,"['refusal', 'ripped', 'dud', 'lack', 'frustrating', 'problem', 'problem', 'losing', 'dense', 'limits', 'worse']","['killed', 'killed']","[Parker, Ortolani, Kardashians, Mark, Zuckerberg]"
20,3 reasons why Seattle schools are suing Big Tech over a youth mental health crisis,Generally Neutral,750,"['harmful', 'crisis', 'accuses', 'anxiety', 'depression', 'hard', 'ignore', 'depression', 'anxiety', 'bullying', 'vulnerable', 'excessive', 'issue', 'dangerous', 'risks', 'unwanted', 'limit', 'crisis', 'worse', 'sad', 'hopeless', 'struggles', 'negative', 'harm', 'impossible', 'sue', 'liable', 'limit', 'steep', 'issue']","['abuse', 'suicide']","['lawsuit', 'lawsuit', 'lawsuit', Frances, Haugen, Meta, Global, Antigone, Davis, 'lawsuit', Jose, Castenada, 'lawsuit', 'lawsuit', Brent, Jones, Jones, 'lawsuit', Tim, Robinson, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Ryan, Calo, Calo, 'lawsuit', Calo]"
21,"Apple has its own social networking services, but won't call them that",Extremely Negative,400,"['rival', 'notoriety', 'limited', 'unclear', 'displeasure', 'unwanted']","['abuse', 'reject', 'fear']",[]
22,"We Think in 3D. Social Media Should, Too",Generally Neutral,390,"['problems', 'problem', 'Unfortunately', 'crashes', 'divisive', 'problems', 'wrong', 'problems', 'issue', 'risk', 'overblown', 'hype', 'chaos', 'tyranny', 'fall', 'trap', 'issue', 'Confusing', 'Insurrection', 'Crisis']","['crime', 'fight', 'violence', 'Destroy']",[Harris]
23,Apple needs another hit product. But the rumored new AR/VR glasses will not be it.,Generally Neutral,230,"['struggled', 'concerns', 'skeptical', 'concern', 'worn', 'unlikely', 'uncomfortable', 'limit', 'issue', 'concerns', 'issue', 'lack', 'struggle', 'falls']","['killer', 'fear']","[Mark, Zuckerbergs, diehard, Michael, Gartenberg, Jack, Ma]"
24,Welcome to Salesforce's week from hell.,Extremely Positive,920,"['pains', 'downturn', 'laid', 'messy', 'vice', 'unsure', 'uncertain', 'layoff', 'downhill', 'ruined', 'horrible', 'Laid', 'Chaos', 'mess', 'Shockingly', 'Slack', 'worried', 'complicated', 'messy', 'unexpected', 'falls']","['hell', 'hell', 'rabbi', 'porn', 'porn']","[Diamond, Naga, Siu, Matt, Weinberger, Jake, Swearingen, 'harassment', 'harassment', Marc, Benioff, 'harassment', 'harassment', Marc, Benioff, Benioff, 'harassment', 'harassment', 'harassment', Ashley, Stewart, Ellen, Thomas, Jeff, Bezos, Bezos, Bezos, Elon, Musk, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Prince, Harry, Sean, Paul, Diamond, Naga, Siu, Matt, Weinberger, Hallam, Bullock, hallambullock, Jack, Ma]"
25,No Headline,Extremely Negative,360,"['worrying', 'limits', 'limited', 'compulsive', 'bad', 'compulsive', 'worried', 'compulsive', 'crude', 'limit', 'suppress', 'hard']",['radical'],"[Cara, Murez, Eva, Telzer, Telzer, Telzer, Telzer, Telzer, Telzer, Telzer, Kevin, Staley, Staley, Staley, Staley, Eva, Telzer, Kevin, Staley]"
26,"
			5 Business Predictions for 2023 Following the Downward Spiral in Tech
		",Extremely Positive,750,"['recession', 'losing', 'tumultuous', 'debt', 'severe', 'laid', 'aggressive', 'sidetracked', 'problem', 'conflicts', 'dragging', 'disrupt', 'Difficult', 'Bad', 'passive', 'downside', 'Recession', 'Complicated', 'conflicting', 'conflicts', 'breaks', 'lack', 'lacking', 'recession', 'Limited', 'limited', 'declining', 'crisis', 'problem', 'worse', 'lose', 'slow', 'frozen', 'unproven', 'Recession', 'losing', 'negative', 'buckle', 'Layoff', 'Skeptic', 'Divisive']","['penetration', 'crack']","['harassment', 'harassment', 'harassment', Andy, Jassy, Sundar, Pichai, Christopher, Hohn, Hohns, 'harassment', 'harassment', Elon, Musk]"
27,Holy Guacamole – Chipotle Will Target Gen Z Via Snapchat Lens Campaign,Extremely Positive,70,"['forfeit', 'swipe', 'guilty', 'sour', 'shake', 'breaks', 'commonplace', 'issue']",[],"[Chris, Brandt, Scott, Steinberg, Steinberg, Steinberg, Greg, Sterling, Steinberg]"
28,"
            What Is Paid Media: Types & Examples        ",Extremely Positive,70,"['confuse', 'static', 'difficult']",['dive'],[]
29,The Anti-Sports Personality of the Year awards 2022,Extremely Positive,1310,"['lack', 'oversight', 'humiliating', 'falling', 'lost', 'sink', 'broken', 'bump', 'damaged', 'badly', 'sorry', 'wrong', 'damaged', 'losing', 'malicious', 'damage', 'broken', 'damaged', 'struggled', 'hard', 'break', 'cheating', 'conspiracies', 'worse', 'crowded', 'Fall', 'denied', 'shady', 'Sadly', 'suspicious', 'cheating', 'unlawful', 'guilty', 'terrible', 'hard', 'controversy', 'madness', 'hard', 'rival', 'scandal', 'bad', 'bad', 'funny', 'hard', 'coercive', 'unable']","['criminal', 'toilet', 'chin', 'dope', 'toilet', 'toilet', 'anal', 'criminal', 'stroke', 'corruption', 'fight', 'corruption']","[Robert, Milkins, Kim, Minseok, 'lawsuit', Kim, 'lawsuit', Robert, Milkins, Draymond, Green, Draymond, Green, Jordan, Poole, Green, LeBron, James, Kevin, Durant, Satender, Malik, Elton, Jantjies, 'harassment', Elton, Jantjies, komaan, Zeenat, Simjee, Simjees, Jantjies, Jacob, Runyan, Chase, Cominsky, 'lawsuit', Runyan, Cominsky, Cominsky, Runyan, 'lawsuit', Jason, Fischer, Runyan, Cominsky, 'lawsuit', 'lawsuit', Ron, Taylor, Sander, van, Ginkel, 'lawsuit', Van, Ginkel, Van, Ginkel, Mark, Messer, Messer, Nils, van, der, Poel, Van, der, Poel, Tamim, Bin, Hamad, AlThani, Gianni, Infantino, Ryan, Giggss, Kate, Greville]"
30,No Headline,Extremely Negative,210,"['lost', 'unwieldy']",[],[]
