Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,The Bear Market Is Providing a Once-in-a-Generation Buying Opportunity for This Internet Stock,Extremely Positive,160,"['worst', 'crisis', 'worse', 'misguided', 'struggles', 'poorly', 'poor', 'hurt', 'failures', 'hates', 'unexpectedly', 'blame', 'poor', 'issues', 'dirt', 'cheap', 'cheap']",[],"[Shar, Dubey, Bernard, Kim, Kim]"
12,How Tinder Changed Everything,Extremely Positive,140,"['swipe', 'swipe', 'compulsive', 'stuck', 'fall']","['weapon', 'hole']","[Jonathan, Badeen, Dinesh, Moorjani, Natasha, Schull, Allison, Davis]"
13,"
Scotland’s pandas to return to China after Tian Tian ‘wouldn’t swipe right’ on Yang Guang
",Extremely Negative,300,"['disappointed', 'castrated', 'disappointing', 'falling', 'disappointment', 'lack']",['cancer'],"[David, Field, Tian, Tian, Yang, Guang, Tian, Tian, Tian, Tian, Sweetie, Yang, Guang, Sunshine, Field, Tian, Tian, Tian, Tian, Field]"
14,Woman Describes Eerie Tinder Date With Idaho Murder Suspect Bryan Kohberger,Extremely Negative,780,"['grisly', 'stumbled', 'uncomfortable', 'strange', 'notorious', 'allege', 'denied', 'pretend', 'uncomfortable', 'false', 'shocking']","['crime', 'Beast', 'murder', 'murder', 'crimes', 'Beast', 'Beast', 'Beast', 'stupid']","[Hayley, Willette, Willette, Bryan, Kohberger, Kohberger, Willette, Willette, Kohberger, Kohberger, Kohbergerwho, Willette, Kohbergers, 'lawsuit', Kohberger, studentsKaylee, Goncalves, Ethan, Chapin, Xana, Kernodle, Madison, Mogenon, Kohberger, Willette, Kohberger, Kohbergers, Kohberger, Willette, Kohbergers, Willette, Kohberger, Kohberger, Willette, Kohberger, Kohberger, Willette, Kohberger, Willette, Kohberger, Willette, Kohberger, Kohberger, Kohberger, Willette, Kohberger, Williette, Kohbergers]"
15,"The Best Documentaries Of 2022, Ranked",Extremely Positive,2620,"['unbelievable', 'disturbing', 'evil', 'scandalous', 'evil', 'Fall', 'critical', 'limits', 'Lost', 'biased', 'struggles', 'dishonest', 'bitter', 'Lies', 'Lies', 'horrifying', 'dark', 'dark', 'brutally', 'danger', 'insidious', 'problems', 'twists', 'boring', 'inconsistent', 'unable', 'Bloodshed', 'issues', 'Bloodshed', 'challenging', 'epidemic', 'dangerous', 'Bloodshed', 'gritty', 'epidemic', 'punk', 'Unfortunately', 'protests', 'struggles', 'Downfall', 'Downfall', 'tragic', 'crashes', 'crashed', 'crashed', 'tragically', 'lost', 'Downfall', 'fall', 'crashed', 'faulty', 'disastrous', 'cautionary', 'greed', 'Mystery', 'Mystery', 'defunct', 'lost', 'unknown', 'mystery', 'Mystery', 'unexpected', 'twist', 'limited', 'irrelevant', 'brutally', 'confront', 'uncomfortable', 'limited', 'Lost', 'Beware', 'waste', 'needlessly', 'provocative', 'infamous', 'fallout', 'contradict', 'worse', 'streaky', 'imperfect', 'gritty', 'concerned', 'uncomfortable', 'shocking', 'prison', 'frustration', 'disgust', 'horrendous', 'nauseating', 'exploitation', 'impossible', 'ignore', 'overwhelming', 'horrific', 'trauma', 'guilty', 'doubt', 'warp', 'critical', 'unable', 'monster', 'evil', 'trapped', 'trap', 'antagonist', 'Lost', 'suffer', 'shortcomings', 'impossibly', 'odd', 'Oddity', 'commonplace', 'weirdly', 'passive', 'devastated', 'fell', 'eruptions', 'unorthodox']","['Willie', 'Nazi', 'Death', 'crime', 'Death', 'sex', 'crimes', 'Nazi', 'Murder', 'queer', 'drug', 'addict', 'gay', 'lesbian', 'killing', 'abortion', 'die', 'hijacking', 'abuse', 'assault', 'crime', 'abuse', 'sexual', 'stupid', 'Fire', 'Fire', 'Fire']","[Our, Father, David, Bowie, George, Lucas, Steven, Spielberg, James, Cameron, Phil, Tippett, Dennis, Muren, Laura, Poitras, Nan, Goldin, Sackler, Sacklers, Goldin, Casa, Susanna, Goldins, Poitras, Sackler, Sackler, Defunctland, Kevin, Perjurer, Jane, Fonda, Robin, Williams, Janes, Daxiong, Daxiong, Daxiong, Cosby, Bill, Cosbys, 'harassment', W., Kamau, Bell, Bill, Cosby, Bell, 'harassment', Jon, Favreau, David, Attenborough, Hans, Zimmer, Brian, D., Johnsons, Jason, Logan, Logans, Logan, Margaret, Atwood, Johnsons, David, Bowie, David, Bowie, David, Bowie, Brett, Morgen, Moonage, Daydream, David, Bowie, Morgen, Bowies, God, Katia, Maurice, Krafft, Katia, Maurice, Krafft, Katia, Maurice, Sara, Dosa, Dosas, Dosa, Katia, Maurices]"
16,My Disappearing Lovers,Extremely Positive,1350,"['passive', 'mistake', 'risk', 'rejection', 'protest', 'uneasy', 'swipe', 'swipe', 'dislike', 'disliking', 'bad', 'hurt', 'disappointed', 'confusing', 'fell', 'fears', 'disinterest', 'sucked', 'undid', 'slow', 'backward', 'sad', 'intense', 'danger', 'unknown', 'issue', 'suspect', 'impossible', 'subdued', 'disappointed', 'cold']","['sex', 'reject', 'sexual', 'Adult', 'sex', 'fuck', 'sexual', 'sex', 'sex', 'dirty', 'oral', 'sex', 'fucking', 'fucked', 'dirty', 'sexy', 'sexually', 'hell', 'sex']","[Emily, 'harassment', Seththe, Seth, Seth, 'harassment', Seth, Seth, Seth, Feeld, Seth, Seth, Roman, Noah, Noah, Noah, Roman, Seth, Noah, Roman, Noah, Seth]"
17,No Headline,Extremely Negative,190,[],[],[]
18,"Down 68% to 73% in 2022, Can the S&P 500's 3 Worst Stocks Recover in 2023?",Extremely Negative,440,"['difficult', 'falling', 'worst', 'worries', 'debt', 'harshly', 'slowed', 'declining', 'fall', 'struggles', 'volatility', 'decline', 'negative', 'declines', 'falling']","['fight', 'knife']",[]
19,No Headline,Extremely Negative,190,[],[],[]
20,Student accused of egging King Charles 'banned from Tinder and Hinge' after being charged,Extremely Negative,1380,"['threatening', 'complained', 'threatening', 'laid', 'complained', 'complained', 'threatening', 'laid', 'missed', 'threatening', 'prison', 'threatening', 'threatening', 'threatening', 'laid', 'urgent', 'plea', 'guilty', 'threatening', 'laid', 'threat', 'suspicion', 'offence', 'appalled', 'condemns', 'terrorism', 'threatening', 'concerned', 'prejudice', 'guilty', 'offence', 'Sorry']","['sex', 'crime', 'fear', 'violence', 'fear', 'violence', 'crime', 'crime', 'violence', 'violence', 'crime', 'criminal', 'criminal', 'criminal']","[King, Charles, Patrick, Thelwell, 'lawsuit', King, Charles, Patrick, Thelwell, Thelwell, Charles, Patrick, Thelwell, Charles, Patrick, Thelwell, Thelwell, Thelwell, Thelwell, Hinge, Charles, III, Nick, Price, Patrick, Thelwell, 'lawsuit', 'lawsuit', Patrick, Thelwell, 'harassment', 'lawsuit']"
21,The Cut’s 20 Most-Read Stories in 2022,Extremely Positive,670,"['Sober', 'Absence', 'loneliness', 'Losing', 'mediocrity', 'wrong', 'Fake', 'vomiting', 'fall', 'abused', 'hate', 'complained', 'pain']","['drug', 'Killed', 'abortion', 'violence', 'fear', 'gun', 'abortion', 'Murder', 'killed', 'Hell', 'abuse']","[Brock, Colyars, Allison, P., Daviss, Amber, Heard, Claire, Lampen, Katie, Heaney, Holly, Whitaker, Kerry, Howley, Marjorie, Dannenfelsers, Matthew, Schneier, Nell, Diamond, Casey, Johnston, Allison, P., Davis, Elaine, Hsieh, Chou, Brock, Colyar, Monica, Corcoran, Harel, Amil, Niazi, Rebecca, Traister, Dianne, Feinstein, Jennifer, Swann, Daisy, De, La, O, Jessi, Klein, Sangeeta, SinghKurtz, Devin, Tomb, Allison, P., Davis, Elizabeth, Weil, Claire, Lampen, Amber, Heard, Dyan, Neary, Reeves, Wiedeman, Allison, P., Davis, Harrys]"
22,Vizio’s M-Series Sound Bar Turned My Apartment Into a Movie Theater,Extremely Positive,290,"['cheap', 'bias', 'tout', 'shocked', 'garbage', 'Lost', 'Raging', 'unfortunately', 'mediocre', 'complicated', 'pain', 'floored', 'mercilessly', 'struggled', 'evil', 'Furious', 'bad', 'hate', 'wack', 'bad']","['ass', 'Doom']","[Jose, Gonzalezs, Heartbeatsit, Sauron, Sam, Frodo]"
23,"
  ‘I want to meet someone rich. Is that so wrong?’ I’m 46, earn $210,000, and own a $700,000 home. I’m tired of dating ‘losers.’
",Extremely Negative,610,"['disagreement', 'issue', 'wrong', 'dismay', 'losers', 'slow', 'disapproval', 'hard', 'wrong', 'loser', 'debt', 'limit', 'crisis', 'rejected', 'limit', 'poor', 'swipe', 'hard', 'criticize', 'bitter', 'swipe', 'shortchange', 'issues', 'regrets', 'debt', 'hard', 'split']","['sick', 'desire', 'desire']","[Quentin, Single, for, the, Lawrence, Yun, Quentin, Fottrell, Quentin, Fottrell]"
24,"Elon Musk is behaving like 'the richest troll on Earth', says gun victim's dad",Somewhat Positive,470,"['controversial', 'shocking', 'shocked', 'deadly', 'shocking', 'prison', 'strange', 'indecency', 'worst', 'fails', 'controversial', 'dead']","['gun', 'porn', 'gun', 'shooting', 'died', 'gun']","[Elon, Musk, Musk, 'lawsuit', Fred, Guttenberg, Jamie, Nikolas, Cruz, Musks, Guttenberg, Emma, Barnett, Elon, Musk, Elon, Musk, Musks, 'lawsuit', Mowgli, Sasha, Banks, Wagner]"
25,Fishnets and Tinder: Women MPs reveal toxic sexism in Westminster,Extremely Negative,1590,"['toxic', 'shocking', 'toxic', 'bullying', 'harassment', 'allegations', 'fears', 'harassment', 'warned', 'problems', 'shortage', 'disabled', 'hate', 'breaks', 'inappropriately', 'ignore', 'uncomfortable', 'embarrassing', 'belittle', 'hang', 'harassment', 'whips', 'stark', 'inappropriately', 'inappropriate', 'shocked', 'horrific', 'disgusting', 'blatant', 'harassment', 'contend', 'inappropriate', 'demeaning', 'belittling', 'funny', 'bully', 'demean', 'uncomfortable', 'uncomfortable', 'uncomfortable', 'worse', 'loud', 'gossip', 'unhealthy', 'unhealthy', 'harassed', 'inappropriate', 'inappropriately', 'inappropriate', 'predatory', 'issue', 'oppressive', 'pain', 'annoying', 'irritating', 'imbalance', 'impunity']","['sexual', 'Conservative', 'sexual', 'sexual', 'sexual', 'porn', 'sexually', 'stupid']","[Maya, Oppenheim, 'harassment', 'harassment', 'lawsuit', 'harassment', Mum, Dawn, Butler, Caroline, Nokes, Dawn, Butler, 'harassment', Caroline, Nokes, 'harassment', 'harassment', 'harassment', 'harassment', Nadia, Whittome, Kate, Osamor, Layla, Moran, Jess, Phillips]"
26,Zippo Axe Saw,Somewhat Positive,10,['critical'],[],[]
27,No Headline,Extremely Negative,320,"['messing', 'Confused', 'frustration', 'unclear', 'messing', 'shock', 'outrage', 'nightmare']",[],"[Nicole, nicolekcaruso, nicolekcaruso, Nicole, Nicole, Nicole, Nicole, 'harassment', Nicole]"
28,No Headline,Extremely Negative,190,[],[],[]
29,Amateur astronomers 'swipe right' to hunt dark energy and ID nearly a quarter million galaxies,Extremely Positive,370,"['dark', 'Dark', 'Dark', 'dark', 'dark', 'swipe', 'Dark', 'Dark', 'noise', 'Dark', 'swipe', 'Dark', 'dark', 'dark', 'Dark', 'difficult', 'noise', 'skeptical']","['amateur', 'amateur', 'amateur', 'amateur']","[Karl, Gebhardt, Lindsay, House, Gebhardt]"
30,No Headline,Extremely Negative,840,"['unlikely', 'unable', 'discontent', 'fail', 'remorse', 'critics', 'troubled', 'Problems', 'problems', 'unclear', 'failing', 'rumors', 'split', 'unlikely', 'false', 'extremist', 'lost', 'unlikely', 'challenging', 'nonexistent', 'threat', 'falling', 'marginal', 'Problems', 'unfortunately']","['desire', 'desire', 'desire', 'Bible', 'desire']","[Elon, Musk, Donald, Trump, 'lawsuit', Wendy, Mei, Wendy, Mei, Mei, Mei, Elon, Musk, Charles, King, Elon, Musk, 'lawsuit', Rob, Enderle, Musks, Enderle, Mark, Zs, 'lawsuit', 'lawsuit', Lon, Safko, King, 'lawsuit', Safko, Enderle, Safko]"
