Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,Meta to pay $725 million to settle Cambridge Analytica lawsuit,Extremely Negative,400,"['improperly', 'problematic', 'complaint', 'awfully']",['illegal'],"['lawsuit', 'lawsuit', Donald, Trumps, 'lawsuit', 'lawsuit']"
12,No Headline,Extremely Negative,200,['lose'],[],"[Mark, Zuckerberg, Mark, Zuckerberg]"
13,Facebook parent Meta to settle Cambridge Analytica scandal case for $725 million,Extremely Negative,400,"['scandal', 'accusing', 'defunct', 'scandal', 'misuse', 'wrong']",[],"['lawsuit', 'lawsuit', 'lawsuit', Derek, Loeser, Lesley, Weaver, Donald, Trumps, 'lawsuit', Mark, Zuckerberg, 'lawsuit', Vince, Chhabria]"
14,Meta told to reassess legal basis for EU personalised ads,Somewhat Positive,230,['overreach'],[],"['lawsuit', 'lawsuit', 'lawsuit', 'harassment', 'lawsuit', DPC, Metas, 'lawsuit', 'lawsuit']"
15,How to use emulators on the Meta Quest 2,Extremely Positive,120,"['lacking', 'break', 'difficult', 'Unknown', 'Unknown', 'issues', 'problem']",[],"['lawsuit', 'lawsuit', Michael, MichaelLHicks]"
16,No Headline,Extremely Negative,230,['Delay'],[],['lawsuit']
17,California Pay Transparency Reveals Big Tech Salaries,Extremely Positive,10,['mystery'],[],"[Gavin, Newsom, Newsom]"
18,Your Oculus Quest 2 just got a performance upgrade overnight,Extremely Positive,90,"['resignation', 'inefficiency', 'inability', 'struggling', 'problem']",['Doom'],"[John, Carmack, Carmack]"
19,"The Oculus Quest 1 needs to die, but now is not the right time",Generally Neutral,180,"['issue', 'Evil', 'inability', 'problem', 'issue', 'aggressive', 'underpowered', 'poor', 'rumors', 'critical', 'bug', 'lose', 'obsolete', 'problem']",['die'],[]
20,Meta ends support for original Quest headset after less than 4 years,Somewhat Negative,140,"['critical', 'bug', 'weaker', 'warned', 'warned']",[],"[John, Carmack, Carmack, Carmack]"
21,"Meta set to make decision on Trump’s return to Facebook, Financial Times reports",Extremely Negative,340,"['relentless', 'attacks']","['Republican', 'Republican']","[Trumps, Donald, Trump, 'lawsuit', Trump, Trump, Trump]"
22,The 10 biggest losers in the S&P 500 this year have seen $1.6 trillion in market value erased,Extremely Negative,800,"['losing', 'losses', 'losers', 'doubt', 'turbulent', 'losses', 'risky', 'dragged', 'fall', 'decline', 'carnage', 'negative', 'recession', 'fears', 'laid', 'declines', 'losers', 'Decline', 'difficult', 'inflationary', 'shallow', 'recession', 'Decline', 'rough', 'unexpected', 'issues', 'Decline', 'loud', 'Decline', 'lost', 'Decline', 'aggressive', 'debt', 'hurt', 'controversial', 'problems', 'fallen', 'Decline', 'infections', 'declines', 'Decline', 'hurt', 'fears', 'recession', 'rough', 'Decline', 'hurt', 'strict', 'Decline', 'pinch', 'challenging', 'Decline', 'slow']",['deposit'],"[Dan, Schulman, Schulman, Steve, Randle, Joe, DePaolo, Mark, Zuckerbergs, Zuckerbergs, Elon, Musk, Musk, 'lawsuit', Joe, Hogan]"
23,These 5 Big Techs have shed an eye-popping near $3.7 trillion in market value in a torrid year for stocks,Extremely Negative,370,"['threat', 'recession', 'brutal', 'lost', 'aggressive', 'suffered', 'warned', 'recession', 'fall', 'crashed', 'missed', 'risk', 'gloomy', 'losing', 'fell', 'tumbled', 'losses', 'fret']",[],"[Elon, Musks]"
24,Meta wasn't showing the elderly and women the same housing ads as everyone else. It now says its new ad-targeting algorithm won't discriminate.,Somewhat Negative,480,"['discriminate', 'sued', 'discrimination', 'discrimination', 'discriminatory', 'discrimination', 'violation', 'discrimination', 'sued', 'concerns', 'discrimination', 'unequal', 'discriminatory', 'oversight', 'falls']",['sex'],"['harassment', 'lawsuit', 'lawsuit', 'harassment', 'lawsuit', Kristen, Clarke, Jack, Ma]"
25,"A Meta employee said they eat all their meals for free at the office, which is like 'teleporting to another universe'",Extremely Negative,350,['incorrect'],"['Blind', 'Blind', 'Blind']",[]
26,"Meta alleges surveillance firm collected data on 600,000 users via fake accounts",Extremely Negative,800,"['sued', 'fake', 'complaint', 'extremism', 'fake', 'fake', 'complaint', 'unclear', 'fake', 'fake', 'violation', 'unclear', 'fake', 'criticized', 'bias', 'discrimination', 'oversight', 'alarmed', 'discourage']","['crime', 'Arab', 'Arab', 'criminal', 'crime']","['lawsuit', 'lawsuit', 'harassment', Jessica, Romero, Romero, Rachel, LevinsonWaldman, 'lawsuit', 'lawsuit']"
27,Meta dealt blow by EU ruling that could result in data use ‘opt-in’,Extremely Negative,560,"['broke', 'rejected', 'breach', 'complaints', 'breach', 'incorrect', 'struggling']","['blow', 'blow', 'blow']","[Mark, Zuckerbergs, Meta, 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Max, Schrems, 'lawsuit']"
28,Esports and lifestyle brand 100 Thieves is laying off staff,Extremely Positive,170,"['laid', 'laid', 'layoff']",[],"[Jacob, Wolf, Wolf, Matty, Lee, Matthew, Nadeshot, Haag, Drake, Scooter, Braun, 'harassment', 'harassment', 'harassment']"
29,Facebook and Instagram to restrict advertisers’ access to teenagers’ data ,Extremely Negative,270,"['inappropriate', 'harm', 'offensive', 'abusive', 'issue', 'harmful', 'bad', 'problematic']",[],"[Frances, Haugen, Karina, Newton]"
30,There’s never been a better time to stop tweeting,Extremely Negative,470,"['shortage', 'chaotic', 'hate', 'harassment', 'chaos', 'disillusioned', 'notoriety', 'upset', 'confusing', 'turmoil', 'disillusioned', 'issues', 'apathy', 'rival', 'unpopular', 'unpopular', 'autocratic', 'daunting', 'struggled', 'disgruntled']",[],"[Elon, Musks, 'harassment', Elon, Muskinduced, Musk, Eugen, Rochko, Rochko, Musk, 'lawsuit', Noam, Bardin, Bardin, Matt, Mullenweg, Musk]"
