Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
30,"In a perfect world, Marvel wanted T'Challa and Shuri to both be Black Panther",Extremely Positive,160,"['untimely', 'split', 'plot', 'rough']","['death', 'kill']","[Chadwick, Bosemans, 'lawsuit', TChalla, Bosemans, Shuri, Black, Panther, TChalla, Shuri, Black, Panther, TChalla, Shuri, Black, Panther, Wright, TChalla, Shuri, the, Black, Panther, Black, Panther, Shuri, Wright, Shuri, TChalla, Shuri, Black, Panther]"
31,"Every MCU movie, ranked",Extremely Positive,1380,"['mundane', 'insult', 'worse', 'commonplace', 'puzzled', 'bonkers', 'worst', 'funny', 'Dark', 'Dark', 'plot', 'drones', 'mess', 'shallow', 'Stark', 'cautionary', 'impossible', 'sour', 'worst', 'pains', 'clunky', 'bad', 'Fugitive', 'paranoid', 'moody', 'struggle', 'dark', 'suffer', 'losses', 'repetitive', 'disappointingly', 'plot', 'bad', 'failing', 'funny', 'villains', 'tangled', 'threat', 'struggle', 'evil', 'hurt', 'darkness', 'lies', 'outrageously', 'cynical', 'stolen', 'menace', 'refuses', 'threat', 'weird', 'vulgar', 'lost', 'pain', 'anger', 'twist', 'complicated', 'deny', 'disgusting', 'Strange', 'Madness', 'spooky', 'Madness', 'drags', 'dull', 'worst', 'perfunctory', 'bad', 'fails', 'goofy', 'lost', 'suffers', 'problem', 'overblown', 'betrayal', 'Strange', 'Strange', 'bad', 'shame', 'bitter', 'Stark', 'doubt', 'Enemy', 'dull', 'hard', 'Unfortunately', 'vague', 'difficult', 'scrap', 'grate', 'fallen', 'plot', 'Unfortunate', 'painfully', 'grief', 'conflict', 'conflict', 'inadequate', 'Stark', 'trauma', 'silly', 'boring', 'problem', 'bad', 'problem', 'weird', 'awkward', 'tricked', 'taut', 'stodgy', 'breaking', 'dark', 'lies', 'insular', 'usurper']","['stupid', 'die', 'assholes', 'pissed', 'apocalyptic']","[Natalie, Portmans, Mjolnir, Tessa, Thompson, Valkyrie, Taika, Waititi, Korg, Christian, Bales, Gorr, Korgs, Thors, Natalie, Portman, Maddy, Myers, Thor, The, Dark, World, Lokis, Chris, Evans, Susana, Polo, Tony, Stark, Joshua, Rivera, Joss, Whedon, Hulk, Black, Widow, JR, Petrana, Radulovic, The, Incredible, Hulk, Bruce, Banner, Ed, Nortons, Mark, Ruffalos, Banner, JR, Loki, Hulk, Thor, Loki, Tasha, Robinson, Thor, Hemsworths, Natalie, Portman, Stellan, Skarsgrd, Austen, Goslin, Tom, Hollands, Peter, Parker, Peter, ParkerSpiderMan, Peter, JR, 21, ., James, Gunn, Gunns, JR, Captain, Marvel, Skrulls, KreeSkrull, Carol, Danvers, Monica, Rambeau, Marvel, Azari, Akbars, Uncle, Sam, Doctor, Strange, Sam, Raimi, JR, 18, ., Black, Widow, Florence, Pugh, AG, 17, Walton, Goggins, Randall, Park, JR, Paul, Rudds, Edgar, Wright, Peyton, Reed, Zosha, Millman, ZM, 14, ., Tony, Starks, Iron, Man, Scott, Adkins, Tony, Starks, Iron, Man, Scott, Adkins, Pete, Volk, Quentin, Beck, Mysterio, Tony, Stark, Jake, Gyllenhaal, Gyllenhaal, Peter, Parker, Jake, G., SpiderMan, Mysterio, Chris, Plante, JR, 11, ., ShangChi, ShangChi, Tony, Leung, Joss, Whedon, Hulk, Oli, Welsh, James, Gunns, McGuffiny, Black, Panther, Ryan, Coogler, Chadwick, Boseman, TChalla, Namor, Tenoch, Huertas, Everett, Ross, Robert, Downey, Jr., s, Tony, Stark, Tony, Robert, Downey, Jr., s, Jeff, Bridges, Captain, America, Joe, Johnston, Chris, Evans, Sebastian, Stan, Hayley, Atwell, Tommy, Lee, Jones, Hugo, Weaving, Stanley, Tucci, Toby, Jones, Captain, America, Avenger, Peter, Parker, Tom, Hollands, SpiderMan, SpiderMan, Iron, Man, Russo, Thor, Ragnarok, Thor, Hulk, Asgards, JR, 1, Black, Panther, Ryan, Coogler, Coogler, TChalla, Killmonger, JR]"
32,James Cameron Is Just Fine With Only Making Avatar Movies Going Forward,Somewhat Positive,70,"['tired', 'parody', 'regret', 'Abyss', 'regrets', 'mourn', 'Strange', 'Stranger']",[],"[James, Cameron, stuffCameron, Edgar, Wright, Harrison, Ford, Pierce, Brosnan, Cameron, Cameron, Cameron, Carrie, Henn, Newt, S., S., Rajamouliwho, Cameron, Cameron, Kathryn, Bigelow, Robert, Rodriguez, Alita, Battle, Angel, Robert, Rodriguez, Zoe, Saldaa]"
33,M3GAN 2 Is Apparently Already Dancing Its Way to Theaters,Extremely Negative,460,"['Malignant', 'Insidious', 'loses', 'struggles', 'silly', 'creepy', 'strike']","['killer', 'killer', 'kill', 'kills']","[Akela, Cooper, Malignant, Gerard, Johnstone, Housebound, Cooper, James, Wan, Saw, Insidious, Jason, Blum, Cady, Violet, McGraw, Gemma, Allison, Williams, Gemma]"
34,Tim Miller Takes Over Reshoot Duties for Eli Roth's Borderlands Movie,Somewhat Positive,150,"['strange', 'concerned', 'Dark', 'fake', 'Dungeons', 'defunct']","['shooting', 'Shooting']","[Jamie, Lee, Curtis, Kevin, Hart, Hostels, Eli, Roth, Roth, Tim, Miller, Roth, Quentin, Tarantino, Robert, Rodriguezs, Roths, Miller, Roth, Craig, Mazin]"
35,Zom 100 Makes the Zombie Apocalypse Into an Office Worker's Godsend,Extremely Positive,190,"['zombie', 'Dead', 'excuse', 'Bug', 'beset', 'zombie', 'helpless', 'dead', 'hating', 'inevitably', 'zombie', 'casualty', 'horde', 'critical', 'Dead']",['apocalypse'],"[Kazuki, Kawagoe, Beyblade, Komi, Ca, nt, Communicate, Akira, Tendo, Akira, Haro, Aso, Kotaro, Takata, Yusuke, Ishida, Shin]"
36,"Star Trek: Picard Season 3 Might Not Be the End of Picard After All, Maybe, Perhaps",Generally Neutral,10,['Critics'],[],"[JeanLuc, Picard, Patrick, Stewart, Alex, Kurtzman, Picard, Picard, Picard, Stewart, Picard, LeVar, Burton, Michael, Dorn, Jonathan, Frakes, Gates, McFadden, Marina, Sirtis, Brent, Spiner, Jeri, Ryan, Michelle, Hurd, Stewart, Terry, Matalas, Akiva, Goldsman]"
37,"James Cameron Watches Movies Standing Up, Apparently",Somewhat Positive,130,"['repudiation', 'tired', 'weird', 'gaffe']","['ass', 'death']","[James, Cameron, Cameron, Cameron, James, Cameron, Cameron, James, Cameron]"
38,Finn Wolfhard Has Sworn Not to Reveal the Stranger Things Spin-Off Plot,Generally Neutral,120,"['Stranger', 'Stranger', 'funny', 'plot', 'Stranger', 'Stranger', 'crazy', 'Stranger']",['fat'],"[Finn, Wolfhard, Finn, Wolfhard, Stephen, King, Duffers, Wolfhard]"
39,M3GAN Overperforms for Her Box Office Opening Weekend,Somewhat Positive,110,"['Malignant', 'hard']","['Devil', 'Sick']","[Akela, Cooper, James, Wan, Gerard, Johnstone, Jim, Orr, Gerard, ButlerMike, Colter]"
40,Jeremy Renner Gives First Update Since Snowplow Accident,Somewhat Positive,50,"['messed', 'blunt', 'trauma', 'suffered', 'critical', 'Hurt']",[],"[Jeremy, Renner, Renner, Renners, Chris, Pratt, Taika, Waititi, Renner, Clint, Barton, Hawkeye]"
41,No Headline,Extremely Negative,230,"['problem', 'worried', 'risks', 'risks']",[],[]
42,"After nearly 30 years, there's finally a new issue of Miracleman by Neil Gaiman",Somewhat Positive,530,"['issue', 'abruptly', 'convoluted', 'sued', 'infringement', 'dragged', 'blatant', 'concern', 'losing', 'complicated', 'bankrupt', 'confused', 'blatant', 'ripoff', 'unfortunately', 'issue', 'shocking', 'shocking', 'issue']","['fuck', 'shit', 'sex', 'church']","[Neil, Gaiman, Mark, Buckingham, Superman, Captain, Marvel, Shazam, Superman, 'lawsuit', 'lawsuit', 'lawsuit', Fawcett, Captain, Marvel, Alan, Moore, Neil, Gaiman, Todd, MacFarlane, 'lawsuit', 'lawsuit', Alan, Moore, Captain, Atom, Alan, Moore, Alan, Moore, Shazam, Sam, Thielman, Miracleman, Moore, Gaiman, Superman, Miracleman, Miracleman, Miraclewoman, Buckingham]"
43,This video explains how Universal's Dark Universe could have been great,Somewhat Positive,50,"['Dark', 'stab', 'sorry', 'pales', 'Dark', 'Dark']",[],"[David, Zaslav, Daniel, Netzel]"
44,Breaking down the Ant-Man and the Wasp: Quantumania trailer,Extremely Negative,660,"['evil', 'scary', 'problem', 'evil', 'grotesque', 'awful', 'villainous', 'awful', 'joke', 'villains', 'villains', 'threat', 'worry', 'misdirection', 'shocking', 'demise', 'critical']","['Killing', 'die', 'death', 'die', 'adult', 'death']","[Paul, Rudd, Evangeline, Lilly, Scott, Scott, Lang, Scott, Kang, the, Conqueror, Corey, Stoll, Yellowjacket, Stan, Lee, Jack, Kirby, Kang, Kirby, Jonathan, Majors, Kang, Kang, Scott, Scotts, Scott, Scotts, Scott, Kang]"
45,A World War Hulk movie is looking likely,Somewhat Positive,80,"['hard', 'badly', 'Unfortunately', 'tangled', 'rumor', 'revenge', 'savage', 'nemesis', 'antagonist']",[],"[Hulk, Hulk, Bruce, Banner, Namor, Hulks, Hulk, Hulk, Hulk, Hulks, Skaar, Red, Hulk, Harrison, Ford, Thunderbolt, Ross, Bruce, Banner, The, Leader]"
46,Jeremy Renner: Avengers actor out of surgery but still in critical condition,Generally Neutral,290,"['critical', 'critical', 'suffered', 'blunt', 'trauma', 'battered', 'overwhelmed', 'battered', 'Hurt', 'joke']","['killing', 'fire', 'killed', 'killed']","[Jeremy, Renner, Jeremy, Renner, Renner, Samantha, Mast, Jeremys, Ms, Mast, Renner, Renner, Carano, Murdock, Ken, Block, Renner, Clint, BartonHawkeye]"
47,Gal Gadot might be staying on as Wonder Woman in James Gunn's DC,Generally Neutral,50,"['funny', 'struggling', 'insulting', 'broke', 'doubt', 'ambiguity']",[],"[David, Zaslavs, James, Gunn, Gunns, Snyderverse, Gunns, Gunns, Superman, Henry, Cavill, Gunns, Patty, Jenkins, Gal, Gadots, James, Gunn, Gal, Gadot, Wonder, Woman, Gunn, Gal, Gadot, Gunn, Gadot, Gal, Gunn, Gunns, Gadot, Wonder, Woman, Gadot]"
48,George R.R. Martin Says More Game of Thrones Spinoffs Have Been Impacted By HBO Max's Drama,Generally Neutral,170,"['mess', 'bloody', 'explode', 'dead', 'FREAK', 'hedge', 'doubts', 'controversial', 'wrong', 'doubt']",['Fire'],"[Jon, Snow, George, R., R., Martin, Martin, Martin, Martins, Duncan, the, Tall, Egg, Aegon, V, Targaryenand, Kit, Haringtons, Jon, Snow, Martin, 'lawsuit', Martin]"
49,I Have So Many Questions About Avatar's 12 Days of Christmas,Extremely Positive,20,"['smash', 'dead', 'weird']",[],"[Jake, Neytiris, James, Cameron, the, Weeknd, Anyway, Sylwanin, Neytiris, James, Cameron, Jake, Neytiri, Jake, the, Forest, Navi, Santa, Claus, Jesus, Christ, James, Camerons]"
50,Shadow and Bone’s New Season Will Continue to Change the Story,Somewhat Positive,170,"['complicated', 'Siege', 'Ruin', 'plot', 'plot', 'plot', 'fictional', 'plot']","['Adult', 'drug']","[Eric, Heisserer, Daegan, Fryklind, Leigh, Bardugos, Bardugo, Heisserer, Fryklind, Heisserer, Fryklind, Nikolia, Latntsov, Patrick, Gibson, Tamar, KirBataar, Anna, Leong, Brophy, Tolya, YulBataar, Lewis, Tan, Wylan, Hendriks, Jack, Wolfe, Crows, Crows, James, Camerons]"
51,The Era Defining Naughtiness of The Live-Action The Grinch Can Be Explained By One Small Detail,Extremely Negative,610,"['Stole', 'stuck', 'cold', 'forbidden', 'bully', 'ostracize', 'crush', 'chaotic', 'addicted', 'outcast', 'harbors', 'Sorry', 'harbors', 'tension', 'forbidden', 'bore', 'mistake']","['horniest', 'desire', 'adult', 'fuck', 'desire']","[Ron, Howards, Dr., Seuss, Jim, Carreys, Grinch, Christine, Baranski, Martha, May, Whovier, Howards, Grinch, Baby, Martha, Grinch, Martha, Whovier, Grinchs, Cindy, Lou, Who, Who, Grinch, Grinch, Grinch, Martha, Martha, Carrey, Baranski, Ron, Howard, Marthas, Dr., Seuss, Grinch, Martha, May, Grinch, Martha, May, Whovier]"
52,The Riverdale Gang Goes Super Mecha in a New Archie One-Shot,Extremely Positive,50,"['sneak', 'monster', 'Unfortunately', 'monster', 'crazy', 'pinch']",[],"[Daniel, Kibbelsmith, Ryan, Jampole, Glenn, Whitmore, Jack, Morelli, Jampole, Rosario, Tito, Pea, Archie, Andrews, Betty, Veronica, Archie, Archie, Archie, Kibblesmith, Archie, Kibblesmith, Jampole, Kibblesmith, Jampole]"
53,Christian Slater's Willow Character Is From an Imaginary Sequel We Never Saw,Somewhat Positive,10,['boisterous'],[],"[Christian, Slater, Slaters, Slater, Willow, Jon, Kasdan, Slater, Slater, Allagash, Val, Kilmers, Madmartigan, Boorman, Amar, ChadhaPatel, Wiggleheims, Madmartigan, Allagash, Madmartigan, Kasdan, Kasdan, Madmartigan, Christian, Kasdan, Slater, Christian, Kasdan, Christian, Kasdan, Madmartigan, Christian, Slater, Slater, Kasdan]"
54,"James Wan on M3GAN's Future, and His Own Future with Blumhouse",Somewhat Positive,100,"['Insidious', 'Furious', 'bad', 'murderous', 'superstitious', 'Malignant', 'afraid', 'absurd', 'Malignant', 'Monster', 'Invisible']",[],"[James, Wan, Wan, Wans, Akela, Cooper, Wan, Cooper, Coopers, Wan, Jason, Blum, Blum, Blum, Wan]"
55,A Fallen Eternal Could Return in the Marvel Sequel,Extremely Negative,590,"['missed', 'creep', 'poor', 'horrific', 'demise', 'messed', 'hate', 'mystery', 'difficulty', 'lying', 'obstruction', 'lying', 'lying', 'accidental', 'stumbles']","['death', 'Terror', 'Terror', 'Terror', 'Showtime']","[Rian, Johnson, Chad, L., Coleman, Superman, Lois, Gilgamesh, Kieron, Gillens, Eternals, Peyton, Reed, Cassie, Lang, Paul, Paul, Rudd, AntMan, Scott, Lang, Cassies, Kang, the, Conqueror, Damien, Leone, Art, the, Clown, M3GAN, M3GAN, Superman, Lois, Chad, L., Coleman, Bruno, Mannheim, Poker, Face, Rian, Johnson, Natasha, Lyonnes, Charlie, Cale, Charlie, Lauren, Ambrose, Van, Genya]"
56,Marvel Studios Has More Halloween Specials in the Works,Generally Neutral,180,"['monster', 'unbelievably', 'dark', 'Bad']","['ho', 'Doom', 'Doom']","[Guillermo, del, Toros, Charlie, Cox, Jennifer, Kluska, Guillermo, del, Toro, David, Fincher, Greta, Gerwig, Scott, Stuber, Guillermo, del, Toro, Gary, Daubermans, Daniel, Richtman, Lauren, Hissrich, Ciri, Frank, Miller, Charlie, Cox, Echo, Hunter, Picard, Picards, Gerard, Butler, Vin, Diesel, Michelle, Yeoh, Elliot, Page, David, Tennant, Russell, Crowe, Monica, Bellucci, Karl, Urban, Malcolm, MacDowell, Alan, Tudyk, Jeffrey, Wright, Scissormen, Mr., 104]"
57,"
		Marvel Snap’s Winterverse event introduces new cards, variants, and more	",Extremely Positive,50,"['opponent', 'evil', 'Fury', 'Abomination', 'Rogue', 'shockingly']",[],"[Nick, Fury, Samuel, L., Jacksons]"
58,How 2022’s most influential games will change gaming in 2023,Extremely Positive,360,"['crashed', 'controversial', 'controversy', 'hard', 'complicated', 'controversial', 'concerns', 'concerns', 'split', 'deceptive', 'concerns', 'oversight']",['crack'],"['lawsuit', 'lawsuit', 'lawsuit', Justin, Roiland, Roiland, 'lawsuit', 'lawsuit', 'harassment']"
