Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
13,Mercedes expects double-digit growth in India in 2023 despite weak rupee,Generally Neutral,250,"['weak', 'concerns', 'weaker', 'risk', 'weakening', 'pricier', 'fell', 'worst', 'risks', 'weakening', 'shortage', 'disruption', 'shortage', 'delayed', 'issues', 'crisis']","['German', 'Asian']","['hate speech', Santosh, Iyer, 'hate speech', Iyer, Iyer, Iyer]"
14,First Indian-owned iPhone plant is just around the corner as Apple diversifies its supply chain,Extremely Positive,80,"['concerns', 'bad', 'struggles', 'problem']",['joint'],"['hate speech', Oliver, Haslam, Oliver, Oliver, Oliver]"
15,No Headline,Extremely Negative,190,[],[],[]
16,Chess: Hastings tradition inspires home contingent at oldest annual tournament ,Extremely Positive,260,"['breaks', 'upsets', 'critical', 'retreated', 'Grieve', 'lowly', 'missed']","['Black', 'black', 'joint', 'attack']","[George, Thomas, Hugh, Alexander, Sarunas, Sulskis, Mark, Hebden, Bence, Korpa, Oleg, Korneev, Martin, Petrov, Romain, douard, Conor, Murphy, Timo, Kppers, Brandon, Clarke, Danny, Gormally, Sulskis, Hebden, 'hate speech', Hebden, 'hate speech', Hebden, Ke2, Sulskis, Hebden, 'hate speech', 'hate speech', Harry, Grieve, Mohammed, Aayan, Ismail, Ismail, Magnus, Carlsen, Matthew, Wadsworth, Jonah, Willow, Thomas, the, Max, Euwe, Salo, Flohr, Jos, Ral, Capablanca, Mikhail, Botvinnik, Reginald, Michell, Qg8, Qg2, 5Qxb1, wins, Nakamura, Carlsen]"
17,Yahoo Finance,Extremely Positive,240,"['Fears', 'Hard', 'draconian', 'wrought', 'havoc', 'Aggressive', 'Isolation']","['joint', 'Japanese', 'American']","['lawsuit', Goldman, 'hate speech', N, Ganapathy, Subramaniam, Subramaniam, Natarajan, Chandrasekaran, Chandrasekaran, Sankalp, Phartiyal, Debby, Wu, 'hate speech', 'hate speech']"
18,Yahoo Finance,Extremely Positive,50,"['glitches', 'complaints', 'slower', 'inability', 'Pain', 'Fall']",[],"[Elon, Musk, Biden, Trump, Ryan, Reynoldss, Pratik, Pal, Natarajan, Chandrasekaran, Gautam, Adani, Mukesh, Ambani, Asias, Adani, Vipul, Parekh]"
19,Yahoo Finance,Extremely Positive,40,"['Tumble', 'fell', 'cloud', 'Pain', 'Fall']",[],"[Elon, Musk, Ryan, Reynoldss, N, Ganapathy, Subramaniam, Rishaad, Salamat, Haslinda, Amin, Natarajan, Chandrasekaran, Haslinda, Amin, Rishaad, Salamat]"
20,"Jefferies upgrades Tata Steel, Hindalco",Extremely Positive,10,['violation'],[],[]
21,Tata Communications arm to buy US video firm for Rs 486 crore,Extremely Negative,190,[],[],"[Tri, Pham, Eric, Cooney]"
22,Bloomberg,Extremely Positive,0,[],[],[]
23,"Low-key Auto Expo lacked large players, clarity on future tech",Somewhat Negative,160,"['lack', 'unsure']",['bigger'],['hate speech']
24,Tatas bring all online ventures under digital biz,Extremely Positive,40,"['debt', 'lie', 'burning', 'loss', 'violation']",[],"[Tatas, Mohit, Yadav]"
25,Sensex ends over 293 points lower on last trading day of 2022; Nifty declines 86 points,Extremely Negative,280,"['bearish', 'losses', 'fell', 'crude']",['Asian'],['hate speech']
26,Markets end on flat note in highly choppy trade,Extremely Negative,240,"['volatile', 'weak', 'decline', 'drag', 'crude']",[],"[V, K, Vijayakumar]"
27,Tata Motors moving in right direction in terms of profitability and cash flow: Mitul Shah,Extremely Positive,90,"['adverse', 'issue', 'marginally', 'adverse', 'issue', 'risk', 'issues', 'negativity', 'risk', 'violation']",[],[]
28,Scope for 7-10% uptick in Tata Motors from current levels: Hemang Jani,Extremely Positive,90,"['downgrade', 'negative', 'aggressive', 'aggressive', 'violation']",['period'],"[Hemang, Jani, 'hate speech']"
29,India’s stockmarkets are roaring. They also have serious faults,Extremely Negative,720,"['faults', 'oddity', 'fallen', 'desperate', 'problems', 'limit', 'problem', 'problem', 'expensive', 'pricey', 'outbreak', 'mania', 'stark', 'difficult', 'slump', 'tumble', 'debt', 'anxiety', 'slow', 'discouraging', 'inevitably', 'concerns', 'fragile', 'pricey', 'tentative', 'desperate', 'weaken', 'danger']","['period', 'liberal', 'American', 'crash', 'nasty']","['hate speech', Raghuram, Rajan, 'hate speech', T., Rabi, Sankar, 'hate speech', Buttonwood, 'hate speech', 'hate speech']"
30,Metal stocks rally up to 8% amid reports of steel price hike,Somewhat Negative,120,"['downside', 'Issues', 'evasion']",[],[]
