Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,SpaceX to raise $750 million at $137 billion valuation - CNBC,Extremely Negative,240,[],['Virgin'],"[Elon, Musks, Andreessen, Horowitz, Horowitz, Jeff, Bezoss, Richard, Bransons]"
12,"TechScape: With a $67bn takeover in the works, is it finally game on for Microsoft?",Extremely Negative,840,"['subjected', 'cloud', 'hazy', 'warned', 'sued', 'Fallout', 'monster', 'Crush', 'sinking', 'harassment', 'scandal', 'weak', 'controversial', 'Crush', 'halfheartedly', 'worry', 'hard', 'sorry']","['bigger', 'Doom', 'sexual', 'fear', 'fear']","[Brad, Smith, Satya, Nadella, 'lawsuit', Smith, 'lawsuit', 'harassment', 'harassment', 'lawsuit', 'lawsuit']"
13,"Breakingviews: Microsoft’s AI bet: heads I win, tails I also win",Extremely Negative,380,"['slow', 'rival', 'pittance', 'threat', 'wasted', 'hard', 'scarce', 'risk', 'cloud']","['bigger', 'bigger']","[Satya, Nadella, robcyran, karenkkwok]"
14,Suit accusing YouTube of tracking children is back on after appeal,Extremely Negative,490,"['accuses', 'illegally', 'disagreed', 'inconsistent', 'problems', 'damages']",[],"['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Margaret, McKeown, 'lawsuit', 'lawsuit']"
15,Microsoft shares lag Big Tech peers as growth worries prompt UBS downgrade,Somewhat Negative,280,"['lag', 'worries', 'downgrade', 'fell', 'downgrade', 'worries', 'cloud', 'cloud', 'cloud', 'steep', 'worse', 'warned', 'loser', 'lost', 'dismal', 'Declining', 'slashing', 'concerns', 'cloud']",[],"[Satya, Nadellaled, Karl, Keirstead, Keirstead]"
16,India's 5G smartphone shipments to cross 4G shipments in 2023 - Counterpoint,Extremely Positive,40,"['decline', 'issues', 'limitations', 'conflicts', 'limited']",[],[]
17,Former Apple privacy chief will help lead practice at law firm Gibson Dunn,Extremely Positive,60,"['rival', 'threats', 'oversight', 'risk']",[],"[Jane, Horvath, Jane, Horvath, Horvath, Horvath, Ashlie, Beringer, Ahmed, Baladi, Alexander, Southwell, Beringer, 'lawsuit', Beringer, Horvath]"
18,Tim Cook's pay is falling 40% this year – but he's cool with it,Somewhat Positive,90,"['falling', 'hefty', 'issues', 'controversy', 'concern', 'weak', 'falls']",[],"[Tim, Cooks, Tim, Cooks, 2023, Cooks, Tim, Cook, Cook, 'lawsuit', Cooks, Cooks, Cooks, Jack, Ma]"
19,One Verily Forward,Extremely Negative,550,"['warning', 'hard', 'risk', 'fall', 'chronic', 'risk', 'difficult', 'unfortunately', 'hard', 'discontinued', 'redundancy', 'risk']","['joint', 'failure', 'drug']","[Stephen, Gillett, Amy, Abernethy, Scott, Burke, Lisa, Greenbaum, 'lawsuit', Amy, Abernethywill, Scott, Burkewill, Lisa, Greenbaumwill, Cynthia, Pattonwill, 'lawsuit', 'lawsuit', Kerrie, Perainowill, Preston, Simonswill, Denny, Weinbergwill, Jordi, Parramon, Jordi, Jordi, Stephen]"
20,"
			Learn American Sign Language for Just $19.99 in 2023
		",Extremely Negative,270,"['Layoff', 'Skeptic', 'Divisive']",[],"[Raphael, 'harassment', Elon, Musk]"
21,"Wall St ends firmer, growth stocks lead in thin trading",Somewhat Positive,220,"['jobless', 'dent', 'overwhelming', 'break', 'battered', 'fell', 'aggressive', 'worst', 'fears', 'recession', 'limited', 'losses', 'bothered', 'craziness', 'slump', 'loss', 'pricey', 'issues']",['fight'],"[Keith, Buchanan, Elon, Musk]"
22,Wall Street ends 2022 with biggest annual drop since 2008,Extremely Negative,440,"['losses', 'aggressive', 'recession', 'fears', 'concerns', 'loose', 'decline', 'fallen', 'declines', 'crisis', 'concerns', 'disruption', 'recession', 'worst', 'drags', 'fallen', 'slowed', 'concerns', 'recession', 'worries', 'inflationary', 'fell', 'lost', 'Declining', 'issues']",[],"[Sam, Stovall]"
23,CES technology trade show adopts social theme,Extremely Positive,60,"['decline', 'problems']",['laid'],"[John, May, May, Walt, Stinson, Ketan, Patel, Patel, Garry, Jacobs, Jacobs]"
24,Amazon layoff signals more pain for tech sector as recession fears mount,Extremely Negative,610,"['layoff', 'pain', 'recession', 'fears', 'layoff', 'bust', 'slow', 'crisis', 'aggressive', 'steep', 'crisis', 'wrongly', 'cloud', 'slowed', 'strained', 'cheap', 'danger']",[],"['harassment', 'harassment', 'harassment', 'harassment', Greg, Selker, Mark, Zuckerberg, 'harassment', Marc, Benioff, Russ, Mould]"
25,Seattle public schools blame tech giants for social media harm in lawsuit,Extremely Negative,860,"['blame', 'harm', 'worsening', 'crisis', 'complaint', 'crisis', 'harmful', 'crisis', 'vulnerable', 'excessive', 'issues', 'worse', 'symptoms', 'complaint', 'damages', 'disagrees', 'illogical', 'harmful', 'depressed']","['hook', 'abuse', 'failed', 'angry', 'angry', 'angry']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Mark, Zuckerberg, Frances, Haugen, Haugens]"
26,Ex-Microsoft litigation leader joins law firm Morgan Lewis,Extremely Positive,50,['vice'],['cancer'],"[David, Howard, David, Howard, Howard, Howard, Howard, Jon, Palmer, Howard, Howard, Jane, Horvath, Jamey, Goldin, Kate, Patchen, Ryan, Richardson, Howard, Howard, Jami, McKeon]"
27,Boies Schiller adds Justice Dept prosecutor to white-collar team,Somewhat Positive,460,"['complex', 'bankrupt', 'rival']","['criminal', 'fraud', 'criminal', 'criminal', 'fraud', 'fraud', 'fraud']","[Blake, Goebel, Goebel, 'lawsuit', Goebel, David, Boies, 'lawsuit', 'lawsuit', Sam, BankmanFried, Kenya, Davis, Goebel]"
28,Why we chose NanoIDs for PlanetScale’s API,Extremely Positive,200,"['problem', 'impossible', 'obscure', 'problem', 'problem', 'complex', 'concern', 'concern', 'error', 'error', 'error', 'errors', 'errors', 'errors', 'invalid', 'degrading']",['Failed'],[]
29,"Seattle Schools Sue TikTok, Facebook, Instagram, Snapchat, and YouTube Over Students' Mental Health",Extremely Negative,1330,"['crisis', 'complaint', 'addicting', 'harmful', 'issues', 'difficult', 'sadness', 'hopelessness', 'expensive', 'crisis', 'damages', 'liable', 'harm', 'exploit', 'complaint', 'depression', 'hard', 'hard', 'toxic', 'issues', 'detriment', 'difficult', 'dispute', 'sue', 'harms', 'sued', 'allegations', 'sued', 'harmful', 'addicting', 'deceptive', 'liable', 'violation', 'breaks', 'harmful', 'cracks', 'depression']","['suicide', 'died', 'death', 'died', 'suicide', 'failed', 'suicide', 'death', 'suicide', 'suicide']","['lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', 'lawsuit', Antigone, Davis, Davis, Molly, Russell, Russell]"
30,YouTube Music begins testing live lyrics,Extremely Negative,250,"['blurred', 'unfortunately', 'static', 'lose', 'dislike', 'problem']",[],"[Nickolas, Nickolas]"
