Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,The EV revolution became an eventuality in 2022,Somewhat Positive,470,"['slow', 'anxieties', 'hurt', 'stall', 'crippling', 'shortage', 'critical', 'doubts', 'scandal', 'expensive', 'drastic', 'rumors', 'fell', 'hard', 'struggling', 'issues', 'delays', 'badly', 'dragged', 'cold']","['bigger', 'rearend', 'bigger', 'fat']","[Ken, Lets, See, Biden, 'harassment', 'lawsuit']"
12,GM reclaims U.S. auto sales crown from Toyota,Extremely Positive,130,"['rival', 'fell', 'slow', 'vice', 'concerned', 'blunt', 'inflationary', 'toll', 'issue']",['Japanese'],"[Charlie, Chesbrough, Andrew, Gillel, David, Christ]"
13,"SK On says it is undecided whether to proceed with battery venture with Ford, Koc",Extremely Negative,370,"['undecided', 'scrap', 'weak']","['joint', 'joint', 'joint']",[]
14,U.S. Senate committee asks carmakers about Chinese supply chain,Extremely Negative,380,"['minority', 'genocide', 'issues', 'denies', 'abuses', 'terrorism', 'forbid', 'involuntary', 'abusive', 'corrupt', 'rejects']",[],"['lawsuit', Ron, Wyden, Wyden, 'harassment']"
15,No Headline,Extremely Negative,340,"['loss', 'lost', 'loss', 'dimmer', 'missed']","['death', 'death']","[Octavia, Spencer, Sonya, Eddy, sonyaeddy, Spencer, Eddys, Tyler, Ford, Sonya, Eddy, Ford, Eddy, Epiphany, Johnson, Sonyas, sonyaeddy, Valentini, Eden, McCoy, Sonya, Eddy]"
16,James Cameron Is Just Fine With Only Making Avatar Movies Going Forward,Somewhat Positive,70,"['tired', 'parody', 'regret', 'Abyss', 'regrets', 'mourn', 'Strange', 'Stranger']",[],"[James, Cameron, stuffCameron, Edgar, Wright, Harrison, Ford, Pierce, Brosnan, Cameron, Cameron, Cameron, Carrie, Henn, Newt, S., S., Rajamouliwho, Cameron, Cameron, Kathryn, Bigelow, Robert, Rodriguez, Alita, Battle, Angel, Robert, Rodriguez, Zoe, Saldaa]"
17,Elon Musk Says (🤑) Kevin McCarthy (🤑) Should Be Speaker,Generally Neutral,270,"['retreat', 'lost', 'retreat', 'refuse', 'hardliners', 'hard', 'offensive', 'stark']","['Republican', 'Republican', 'failed', 'Republican']","[Elon, Musk, Kevin, McCarthys, Musk, McCarthys, McCarthys, McCarthy, Musk, the, Thomas, Edison, Musk, McCarthy, Kevin, McCarthy, Musk, McCarthy, Musk, Musk, McCarthy, Musk, the, Thomas, Edison, Musks, McCarthy, Donald, Trump, Musks, Musk, Elon, Musk, Musks, McCarthy, Elon, Musk, Musk, Joe, Bidens, Musks, Biden]"
18,Your browser is up to date,Extremely Positive,0,[],[],[]
19,Judge allows class action against Ford government on COVID-19 long-term care deaths ,Extremely Negative,4190,"['negligence', 'infection', 'sue', 'lack', 'delayed', 'impose', 'delay', 'risk', 'negligence', 'challenging', 'liability', 'grossly', 'negligent', 'unnecessary', 'loss', 'vulnerable', 'dying', 'lack', 'improper', 'risks', 'infection', 'disagree', 'chill', 'risk', 'warning', 'freezing', 'cold', 'refuse', 'Rifts', 'rival', 'distraught', 'worried', 'worried', 'threaten', 'warning', 'freezing', 'warning', 'vulnerable', 'intense', 'fatal', 'fatal', 'Subdued', 'cold', 'stole', 'accusations', 'damaging', 'guilty', 'damaging', 'WARNING', 'WARNING', 'warning', 'tragically', 'deadly', 'damaging', 'guilty', 'damaging', 'Suspect', 'stunt', 'stealing', 'complaints', 'danger', 'complaints', 'nuisance', 'crashes', 'messy', 'freezing', 'Emergency', 'crisis', 'emergency', 'toll', 'emergency', 'suspect', 'delayed', 'delay', 'guilty', 'steal', 'steal', 'hang', 'fatal', 'loss', 'illness', 'guilty', 'guilty', 'emergency', 'chaos', 'emergency', 'damaged', 'Scared']","['gross', 'Dick', 'died', 'gross', 'failure', 'oral', 'dead', 'died', 'explosion', 'explosion', 'fight', 'death', 'weapon', 'shooting', 'Liberal', 'explosion', 'explosion', 'fire', 'crash', 'crash', 'sexual', 'assault', 'sexual', 'assault', 'dead', 'fire', 'dead', 'fire', 'explosion', 'explosion', 'fire', 'died', 'murder', 'murder', 'died', 'death', 'shooting', 'fire', 'death', 'death', 'explosion', 'died', 'crash', 'crash', 'cocktail', 'cocktail', 'sexual', 'assault', 'rapist', 'killed', 'banging']","[Edward, Belobaba, 'lawsuit', Belobaba, Dick, Zoutman, Belobaba, 'lawsuit', Joel, Rochon, 'lawsuit', 'lawsuit', Merrilee, Fullerton, Doug, Ford, 'lawsuit', Torontos, Siobhan, Morris, Robbie, Bachman, Robbie, Bachman, Vladimir, Putin, Lisa, Marie, Presley, Lisa, Marie, Presley, Elvis, Sean, Fraser, Anthony, Robertson, Michael, Oakes, 'lawsuit', 'harassment', 'harassment', 'harassment', 'harassment', 'lawsuit', 'lawsuit', 'lawsuit', 'harassment', 'harassment', Matthew, McKnights, Jasjeet, Kaur]"
20,U.S. NTSB chair raises safety concerns about heavy electric vehicles,Somewhat Positive,360,"['concerns', 'concerns', 'risk', 'severe', 'injury', 'concerned', 'complex']","['death', 'Hummer', 'death', 'killed', 'bigger', 'Bigger']","[Jennifer, Homendy, Ann, Carlson, Carlson, Carlson]"
21,Elon Musk Went From Being Like Henry Ford in a Good Way to a Bad Way,Extremely Negative,930,"['dull', 'bully', 'reprehensible', 'warned', 'disaster', 'hard', 'overstate', 'damage', 'fleeting', 'complicated', 'painful', 'sucks', 'bigotry', 'fleeing', 'torrent', 'vicious', 'infamous', 'Problem', 'condemnation', 'virus', 'toll', 'disgusted', 'refused', 'disastrously', 'loathing', 'infamous', 'drag', 'infuriated', 'despicable', 'breaking', 'condemnation', 'disdain', 'lose', 'insurmountable', 'struggles', 'erratic']","['weapon', 'suck', 'Nazi', 'German', 'Hitler']","[Henry, Ford, Elon, Musk, Ford, Ford, Clara, Jane, Bryant, Musks, Ford, 'lawsuit', Musk, Musk, Musks, Musk, Heather, Barrows, Musk, 'harassment', Ford, Steven, Watts, William, Taft, Woodrow, Wilson, Musk, Musk, Musk, Henry, Ford, Ford, Hitler, Ford, Watts, Ford, Charles, Lindbergh, Roosevelt, Musk, Vladimir, Putins, Dmitry, Medvedevs, Musk, Anthony, Fauci, Musks, Musk, Henry, Ford, Henry, Ford, 'harassment', Musk, Henry, Fords, Musk, Lucas, Peilert]"
22,Procession brings slain OPP officer home to Barrie (7 photos),Somewhat Positive,700,"['lose', 'unbearable', 'horrendous', 'cold', 'disturbance', 'suspect']","['funeral', 'funeral', 'killed', 'dead', 'murder', 'shooting', 'damn', 'funeral', 'funeral', 'death', 'killed', 'dead', 'funeral']","[Grzegorz, Pierzchala, Pierzchala, Pierzchala, Karen, Lebal, Pierzchala, Lebal, Pierzchala, Craig, Head, Head, Devon, Northrup, Morgan, Russell]"
23,Police procession to be held for fallen OPP officer Friday morning ,Somewhat Positive,390,"['fallen', 'fallen', 'concern', 'Concession', 'stole']","['death', 'killed', 'laid', 'funeral', 'murder', 'death', 'failed']","[Grzegorz, Greg, Pierzchala, Pierzchala, Randall, McKenzie, Brandi, StewartSperry, Pierzchala, Thomas, Carrique, McKenzie, McKenzie, McKenzie, McKenzie, StewartSperry, Carrique, Pierzchala, Carrique, Pierzchala, Pierzchala, Pierzchala, Bryann, Aguilar]"
24," Poilievre calls on government to stop disarming hunters, keep criminals behind bars ",Extremely Negative,190,[],[],[]
25,Google Pixel January 2023 update breaks Bluetooth connectivity with cars,Extremely Negative,400,"['breaks', 'problems', 'problems', 'issues', 'refuse', 'frustration', 'error', 'problem', 'problems', 'problems', 'unable', 'problem', 'issue', 'issue', 'issue', 'problem']",['crime'],"[Nickolas, Nickolas]"
26,"
						Lego Technic's 1/12-scale Ford GT kit is surprisingly detailed",Extremely Positive,50,['break'],['adult'],[]
27,"
						Second-generation Ford F-150 Lightning due in 2025",Extremely Positive,120,"['hazy', 'complex', 'controversial', 'hard', 'delayed']",['radical'],"[Jim, Farley, Farley, Laycee, Farley, 'lawsuit', Lacey]"
28,"
						Ford recalls small batch of Broncos for unsecured airbag sensors",Extremely Negative,360,"['confused', 'issue', 'defect', 'Incorrect', 'risk', 'injury', 'Strangely', 'isolated', 'problem', 'issue', 'improper', 'improper']",['crash'],[]
29,"
						2022 Ford F-150 Lightning Lariat Drivers' Notes: The shine isn't wearing off",Generally Neutral,160,"['expensive', 'hard', 'hard', 'ridiculous', 'hard', 'throttle', 'raving', 'laggy', 'delays', 'cold', 'complaints', 'excessively']",['Hummer'],"[Jeremy, Korzeniewski, Byron, Hurd, Joel, Stocksdale, Zac, Palmer, Biden]"
30,"
						Dodge Challenger outsells Ford Mustang and Chevrolet Camaro",Extremely Positive,30,"['spite', 'zombie', 'spite', 'inevitably']",[],[]
