Article,Headline,Headline Sentiment,Offense Rating,Negative Words,Offensive Words,Tags
11,No Headline,Extremely Negative,5610,"['Losses', 'Mistake', 'mistakes', 'Setback', 'losses', 'Pain', 'Hotbeds', 'debt', 'allegations', 'debt', 'limit', 'Unpopular', 'Collapse', 'Expensive', 'Debt', 'Limit', 'debt', 'penalty', 'Shockingly', 'Costlier', 'Battered', 'Risk', 'Hamper', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'debt', 'pain', 'limit', 'worries', 'Debt', 'Showdown', 'Depressed', 'Recession', 'Hedge', 'Debacle', 'Disappointing', 'losers', 'issue', 'wrong', 'outrage', 'drought', 'complicated', 'struggle', 'Loss', 'Pain', 'Debt', 'Limit', 'Crashing', 'Hoax', 'penalty', 'decline', 'recession', 'fall', 'troubling', 'weakness', 'recession', 'debt', 'limit', 'plea', 'unlawful', 'flagging', 'debt', 'limit', 'Losses', 'shock', 'mistakes', 'doomed', 'strike', 'Costly', 'Struggles', 'Debt', 'Limit', 'Debt', 'Limit', 'recession', 'worse', 'meltdown', 'Recession', 'Pessimism', 'showdown', 'aggressive', 'allegations', 'flagging', 'delay', 'refusing', 'resignation', 'difficult', 'problem', 'sued', 'meltdown', 'unpopular', 'debt', 'mess', 'crisis', 'fret', 'loses', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'Guilt', 'bad', 'decline', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'problem', 'Debt', 'Debt', 'trick', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Liable', 'Sues', 'Mystery', 'Tricked', 'subpoenas', 'Obscene', 'Denied', 'Unlawfully', 'Excessive', 'debt', 'crisis', 'risk', 'Abnormal', 'Embattled', 'Lied', 'Debt', 'Limit', 'Fault', 'Scandal', 'skinny', 'gibberish', 'recession', 'drawbacks', 'Cautionary', 'Fake', 'Bad', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Sued', 'debt', 'limit', 'weak', 'doubt', 'crisis', 'worst', 'risk', 'debt', 'limit', 'recession', 'debt', 'discriminatory', 'lose', 'complaints', 'lost', 'outraged', 'troubled', 'debt', 'limit', 'concerns', 'drought', 'controversial', 'slashing', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Worse', 'Fall', 'Marginal', 'strike', 'problem', 'debt', 'limit', 'deadly', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise']","['Virgin', 'Deposit', 'fraud', 'Explosion', 'Japanese', 'failure', 'Explosion', 'fraud', 'Virgin', 'Republican', 'death', 'fraud', 'fraud', 'died', 'cancer', 'died', 'fraud', 'Explosion', 'lies', 'German', 'sick', 'racial', 'Beast', 'cancer', 'church', 'Slave', 'Poverty', 'Death', 'Blow', 'died', 'Burn', 'fraud', 'HIV', 'Laid', 'Conspiracy', 'fraud', 'explosion', 'deposit', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Lisa, Marie, Presleys, 'lawsuit', Graceland, Jamie, Dimon, Nikola, Godzilla, 'lawsuit', 'harassment', Janet, Yellen, Winklevoss, Genesis, 'lawsuit', Yellen, JJ, Yellen, Lula, Nelson, Peltz, Yellen, Musk, Biden, Kessler, Bill, Hwangs, Archegos, 'lawsuit', Yellen, Janet, Yellen, Kevin, McCarthy, David, Goliath, Logan, Paul, Tim, Cooks, 'harassment', RuthsDavid, Tim, Cook, Yellen, Donald, Trumps, Dimon, Biden, 'harassment', Yellen, Ezra, Miller, 'lawsuit', Yellen, Lisa, Marie, Presleys, 'lawsuit', Yellen, Yellen, McCarthy, McCarthy, Biden, 'harassment', Robbie, Knievel, Evel, Knievel, Robbie, Knievel, Evel, Knievel, Robbie, Massimiliano, Allegri, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Robbie, Martin, Luther, King, Jr, Timothy, P., Broglio, Andrew, McCutchen, Andrew, McCutchen, 'lawsuit', Tim, Cook, Inez, Stepman, Santos, Biden, Andrew, McCarthy, JJ, 'harassment', Joe, Bidens, Thom, Browne, Tim, Cook, 'lawsuit', Thom, Browne, Alison, Roman, 'harassment', 'lawsuit', 'harassment', Tim, Cook, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Semafor, 'lawsuit', Biden, Kishida, Biden, Kishida, Forbes, George, Santos, Andrew, McCutchen, Yellen, Kamila, Valieva, Jeff, Beck, Jamie, Dimon, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, Tim, Cook, Bill, Gates, Biden, 'harassment', Biden, McCarthys, Yellen, Ronna, McDaniel, Putins, Putins, Serena, Venus, Williams, Putin, Yellen, Tim, Cook, Yellen, 'lawsuit', Nick, Silverman, 'lawsuit', Steve, Bannon, Nelson, Peltz, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Lipton, Matthews, William, L., Anderson, Ryan, McMaken, Kevin, McCarthy, Webb, Kanye, West, Biden, Kishida, McCarthy, Biden, 'harassment', Yellen, Floyd, Elon, Musk, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, Milo, Zeman]"
12,"Dunzo whacky orders in 2022: Alarm services, chocolate worth  ₹45,000 in 3 deliveries",Extremely Negative,200,['Alarm'],[],[]
13,"Ola, Uber, Dunzo, PharmEasy, Amazon Flex Others Provide Poor Working Conditions for Gig Workers: Report",Extremely Negative,210,"['broken', 'reluctant']",[],"[Balaji, Parthasarathy]"
14,Milk was the most ordered item during India-Pakistan World Cup match: Report,Extremely Positive,0,[],[],[]
15,Will be right back...,Extremely Positive,120,"['Dark', 'aggressive', 'dark', 'Difficult', 'Dark', 'Disruption', 'Disruption', 'Toll']",['German'],"[Laura, Wood]"
16," Ola, Uber Score Zero In Rating For Work Conditions For Gig Workers: Report ",Extremely Negative,210,"['broken', 'reluctant']",[],"[Balaji, Parthasarathy]"
17, This Man 'Dunzo-ed' Alarm Service To Help Him Catch Flight ,Extremely Positive,10,['alarm'],[],"[Amish, Tripathis]"
18,No Headline,Extremely Negative,5610,"['Losses', 'Mistake', 'mistakes', 'Setback', 'losses', 'Pain', 'Hotbeds', 'debt', 'allegations', 'debt', 'limit', 'Unpopular', 'Collapse', 'Expensive', 'Debt', 'Limit', 'debt', 'penalty', 'Shockingly', 'Costlier', 'Battered', 'Risk', 'Hamper', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'debt', 'pain', 'limit', 'worries', 'Debt', 'Showdown', 'Depressed', 'Recession', 'Hedge', 'Debacle', 'Disappointing', 'losers', 'issue', 'wrong', 'outrage', 'drought', 'complicated', 'struggle', 'Loss', 'Pain', 'Debt', 'Limit', 'Crashing', 'Hoax', 'penalty', 'decline', 'recession', 'fall', 'troubling', 'weakness', 'recession', 'debt', 'limit', 'plea', 'unlawful', 'flagging', 'debt', 'limit', 'Losses', 'shock', 'mistakes', 'doomed', 'strike', 'Costly', 'Struggles', 'Debt', 'Limit', 'Debt', 'Limit', 'recession', 'worse', 'meltdown', 'Recession', 'Pessimism', 'showdown', 'aggressive', 'allegations', 'flagging', 'delay', 'refusing', 'resignation', 'difficult', 'problem', 'sued', 'meltdown', 'unpopular', 'debt', 'mess', 'crisis', 'fret', 'loses', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'Guilt', 'bad', 'decline', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'problem', 'Debt', 'Debt', 'trick', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Liable', 'Sues', 'Mystery', 'Tricked', 'subpoenas', 'Obscene', 'Denied', 'Unlawfully', 'Excessive', 'debt', 'crisis', 'risk', 'Abnormal', 'Embattled', 'Lied', 'Debt', 'Limit', 'Fault', 'Scandal', 'skinny', 'gibberish', 'recession', 'drawbacks', 'Cautionary', 'Fake', 'Bad', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Sued', 'debt', 'limit', 'weak', 'doubt', 'crisis', 'worst', 'risk', 'debt', 'limit', 'recession', 'debt', 'discriminatory', 'lose', 'complaints', 'lost', 'outraged', 'troubled', 'debt', 'limit', 'concerns', 'drought', 'controversial', 'slashing', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Worse', 'Fall', 'Marginal', 'strike', 'problem', 'debt', 'limit', 'deadly', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise']","['Virgin', 'Deposit', 'fraud', 'Explosion', 'Japanese', 'failure', 'Explosion', 'fraud', 'Virgin', 'Republican', 'death', 'fraud', 'fraud', 'died', 'cancer', 'died', 'fraud', 'Explosion', 'lies', 'German', 'sick', 'racial', 'Beast', 'cancer', 'church', 'Slave', 'Poverty', 'Death', 'Blow', 'died', 'Burn', 'fraud', 'HIV', 'Laid', 'Conspiracy', 'fraud', 'explosion', 'deposit', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Lisa, Marie, Presleys, 'lawsuit', Graceland, Jamie, Dimon, Nikola, Godzilla, 'lawsuit', 'harassment', Janet, Yellen, Winklevoss, Genesis, 'lawsuit', Yellen, JJ, Yellen, Lula, Nelson, Peltz, Yellen, Musk, Biden, Kessler, Bill, Hwangs, Archegos, 'lawsuit', Yellen, Janet, Yellen, Kevin, McCarthy, David, Goliath, Logan, Paul, Tim, Cooks, 'harassment', RuthsDavid, Tim, Cook, Yellen, Donald, Trumps, Dimon, Biden, 'harassment', Yellen, Ezra, Miller, 'lawsuit', Yellen, Lisa, Marie, Presleys, 'lawsuit', Yellen, Yellen, McCarthy, McCarthy, Biden, 'harassment', Robbie, Knievel, Evel, Knievel, Robbie, Knievel, Evel, Knievel, Robbie, Massimiliano, Allegri, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Robbie, Martin, Luther, King, Jr, Timothy, P., Broglio, Andrew, McCutchen, Andrew, McCutchen, 'lawsuit', Tim, Cook, Inez, Stepman, Santos, Biden, Andrew, McCarthy, JJ, 'harassment', Joe, Bidens, Thom, Browne, Tim, Cook, 'lawsuit', Thom, Browne, Alison, Roman, 'harassment', 'lawsuit', 'harassment', Tim, Cook, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Semafor, 'lawsuit', Biden, Kishida, Biden, Kishida, Forbes, George, Santos, Andrew, McCutchen, Yellen, Kamila, Valieva, Jeff, Beck, Jamie, Dimon, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, Tim, Cook, Bill, Gates, Biden, 'harassment', Biden, McCarthys, Yellen, Ronna, McDaniel, Putins, Putins, Serena, Venus, Williams, Putin, Yellen, Tim, Cook, Yellen, 'lawsuit', Nick, Silverman, 'lawsuit', Steve, Bannon, Nelson, Peltz, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Lipton, Matthews, William, L., Anderson, Ryan, McMaken, Kevin, McCarthy, Webb, Kanye, West, Biden, Kishida, McCarthy, Biden, 'harassment', Yellen, Floyd, Elon, Musk, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, Milo, Zeman]"
19,No Headline,Extremely Negative,5610,"['Losses', 'Mistake', 'mistakes', 'Setback', 'losses', 'Pain', 'Hotbeds', 'debt', 'allegations', 'debt', 'limit', 'Unpopular', 'Collapse', 'Expensive', 'Debt', 'Limit', 'debt', 'penalty', 'Shockingly', 'Costlier', 'Battered', 'Risk', 'Hamper', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'debt', 'pain', 'limit', 'worries', 'Debt', 'Showdown', 'Depressed', 'Recession', 'Hedge', 'Debacle', 'Disappointing', 'losers', 'issue', 'wrong', 'outrage', 'drought', 'complicated', 'struggle', 'Loss', 'Pain', 'Debt', 'Limit', 'Crashing', 'Hoax', 'penalty', 'decline', 'recession', 'fall', 'troubling', 'weakness', 'recession', 'debt', 'limit', 'plea', 'unlawful', 'flagging', 'debt', 'limit', 'Losses', 'shock', 'mistakes', 'doomed', 'strike', 'Costly', 'Struggles', 'Debt', 'Limit', 'Debt', 'Limit', 'recession', 'worse', 'meltdown', 'Recession', 'Pessimism', 'showdown', 'aggressive', 'allegations', 'flagging', 'delay', 'refusing', 'resignation', 'difficult', 'problem', 'sued', 'meltdown', 'unpopular', 'debt', 'mess', 'crisis', 'fret', 'loses', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'Guilt', 'bad', 'decline', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'problem', 'Debt', 'Debt', 'trick', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Liable', 'Sues', 'Mystery', 'Tricked', 'subpoenas', 'Obscene', 'Denied', 'Unlawfully', 'Excessive', 'debt', 'crisis', 'risk', 'Abnormal', 'Embattled', 'Lied', 'Debt', 'Limit', 'Fault', 'Scandal', 'skinny', 'gibberish', 'recession', 'drawbacks', 'Cautionary', 'Fake', 'Bad', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Sued', 'debt', 'limit', 'weak', 'doubt', 'crisis', 'worst', 'risk', 'debt', 'limit', 'recession', 'debt', 'discriminatory', 'lose', 'complaints', 'lost', 'outraged', 'troubled', 'debt', 'limit', 'concerns', 'drought', 'controversial', 'slashing', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Worse', 'Fall', 'Marginal', 'strike', 'problem', 'debt', 'limit', 'deadly', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise']","['Virgin', 'Deposit', 'fraud', 'Explosion', 'Japanese', 'failure', 'Explosion', 'fraud', 'Virgin', 'Republican', 'death', 'fraud', 'fraud', 'died', 'cancer', 'died', 'fraud', 'Explosion', 'lies', 'German', 'sick', 'racial', 'Beast', 'cancer', 'church', 'Slave', 'Poverty', 'Death', 'Blow', 'died', 'Burn', 'fraud', 'HIV', 'Laid', 'Conspiracy', 'fraud', 'explosion', 'deposit', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Lisa, Marie, Presleys, 'lawsuit', Graceland, Jamie, Dimon, Nikola, Godzilla, 'lawsuit', 'harassment', Janet, Yellen, Winklevoss, Genesis, 'lawsuit', Yellen, JJ, Yellen, Lula, Nelson, Peltz, Yellen, Musk, Biden, Kessler, Bill, Hwangs, Archegos, 'lawsuit', Yellen, Janet, Yellen, Kevin, McCarthy, David, Goliath, Logan, Paul, Tim, Cooks, 'harassment', RuthsDavid, Tim, Cook, Yellen, Donald, Trumps, Dimon, Biden, 'harassment', Yellen, Ezra, Miller, 'lawsuit', Yellen, Lisa, Marie, Presleys, 'lawsuit', Yellen, Yellen, McCarthy, McCarthy, Biden, 'harassment', Robbie, Knievel, Evel, Knievel, Robbie, Knievel, Evel, Knievel, Robbie, Massimiliano, Allegri, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Robbie, Martin, Luther, King, Jr, Timothy, P., Broglio, Andrew, McCutchen, Andrew, McCutchen, 'lawsuit', Tim, Cook, Inez, Stepman, Santos, Biden, Andrew, McCarthy, JJ, 'harassment', Joe, Bidens, Thom, Browne, Tim, Cook, 'lawsuit', Thom, Browne, Alison, Roman, 'harassment', 'lawsuit', 'harassment', Tim, Cook, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Semafor, 'lawsuit', Biden, Kishida, Biden, Kishida, Forbes, George, Santos, Andrew, McCutchen, Yellen, Kamila, Valieva, Jeff, Beck, Jamie, Dimon, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, Tim, Cook, Bill, Gates, Biden, 'harassment', Biden, McCarthys, Yellen, Ronna, McDaniel, Putins, Putins, Serena, Venus, Williams, Putin, Yellen, Tim, Cook, Yellen, 'lawsuit', Nick, Silverman, 'lawsuit', Steve, Bannon, Nelson, Peltz, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Lipton, Matthews, William, L., Anderson, Ryan, McMaken, Kevin, McCarthy, Webb, Kanye, West, Biden, Kishida, McCarthy, Biden, 'harassment', Yellen, Floyd, Elon, Musk, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, Milo, Zeman]"
20,No Headline,Extremely Negative,5610,"['Losses', 'Mistake', 'mistakes', 'Setback', 'losses', 'Pain', 'Hotbeds', 'debt', 'allegations', 'debt', 'limit', 'Unpopular', 'Collapse', 'Expensive', 'Debt', 'Limit', 'debt', 'penalty', 'Shockingly', 'Costlier', 'Battered', 'Risk', 'Hamper', 'collapse', 'debt', 'limit', 'meltdown', 'rejects', 'polluters', 'debt', 'pain', 'limit', 'worries', 'Debt', 'Showdown', 'Depressed', 'Recession', 'Hedge', 'Debacle', 'Disappointing', 'losers', 'issue', 'wrong', 'outrage', 'drought', 'complicated', 'struggle', 'Loss', 'Pain', 'Debt', 'Limit', 'Crashing', 'Hoax', 'penalty', 'decline', 'recession', 'fall', 'troubling', 'weakness', 'recession', 'debt', 'limit', 'plea', 'unlawful', 'flagging', 'debt', 'limit', 'Losses', 'shock', 'mistakes', 'doomed', 'strike', 'Costly', 'Struggles', 'Debt', 'Limit', 'Debt', 'Limit', 'recession', 'worse', 'meltdown', 'Recession', 'Pessimism', 'showdown', 'aggressive', 'allegations', 'flagging', 'delay', 'refusing', 'resignation', 'difficult', 'problem', 'sued', 'meltdown', 'unpopular', 'debt', 'mess', 'crisis', 'fret', 'loses', 'controversial', 'sues', 'shameful', 'loses', 'fears', 'Hard', 'Ugly', 'Guilt', 'bad', 'decline', 'Worst', 'damages', 'recession', 'complaint', 'bias', 'loud', 'skeptic', 'problem', 'Debt', 'Debt', 'trick', 'stress', 'risks', 'Falling', 'risk', 'volatility', 'Liable', 'Sues', 'Mystery', 'Tricked', 'subpoenas', 'Obscene', 'Denied', 'Unlawfully', 'Excessive', 'debt', 'crisis', 'risk', 'Abnormal', 'Embattled', 'Lied', 'Debt', 'Limit', 'Fault', 'Scandal', 'skinny', 'gibberish', 'recession', 'drawbacks', 'Cautionary', 'Fake', 'Bad', 'debt', 'crisis', 'foe', 'worries', 'bad', 'Sued', 'debt', 'limit', 'weak', 'doubt', 'crisis', 'worst', 'risk', 'debt', 'limit', 'recession', 'debt', 'discriminatory', 'lose', 'complaints', 'lost', 'outraged', 'troubled', 'debt', 'limit', 'concerns', 'drought', 'controversial', 'slashing', 'Allergy', 'Delaying', 'Scam', 'Issues', 'Hard', 'Worse', 'Fall', 'Marginal', 'strike', 'problem', 'debt', 'limit', 'deadly', 'Crisis', 'wrong', 'breaks', 'loss', 'Breach', 'Crude', 'fall', 'conflicts', 'attacks', 'denies', 'fall', 'accusing', 'noise']","['Virgin', 'Deposit', 'fraud', 'Explosion', 'Japanese', 'failure', 'Explosion', 'fraud', 'Virgin', 'Republican', 'death', 'fraud', 'fraud', 'died', 'cancer', 'died', 'fraud', 'Explosion', 'lies', 'German', 'sick', 'racial', 'Beast', 'cancer', 'church', 'Slave', 'Poverty', 'Death', 'Blow', 'died', 'Burn', 'fraud', 'HIV', 'Laid', 'Conspiracy', 'fraud', 'explosion', 'deposit', 'Naked', 'Killed', 'Burn', 'Virgin', 'Arab', 'crime', 'assassination', 'killer', 'murder', 'killer', 'murder']","[Lisa, Marie, Presleys, 'lawsuit', Graceland, Jamie, Dimon, Nikola, Godzilla, 'lawsuit', 'harassment', Janet, Yellen, Winklevoss, Genesis, 'lawsuit', Yellen, JJ, Yellen, Lula, Nelson, Peltz, Yellen, Musk, Biden, Kessler, Bill, Hwangs, Archegos, 'lawsuit', Yellen, Janet, Yellen, Kevin, McCarthy, David, Goliath, Logan, Paul, Tim, Cooks, 'harassment', RuthsDavid, Tim, Cook, Yellen, Donald, Trumps, Dimon, Biden, 'harassment', Yellen, Ezra, Miller, 'lawsuit', Yellen, Lisa, Marie, Presleys, 'lawsuit', Yellen, Yellen, McCarthy, McCarthy, Biden, 'harassment', Robbie, Knievel, Evel, Knievel, Robbie, Knievel, Evel, Knievel, Robbie, Massimiliano, Allegri, Kanye, West, Kanye, West, Bianca, Censori, Robbie, Knievel, Robbie, Martin, Luther, King, Jr, Timothy, P., Broglio, Andrew, McCutchen, Andrew, McCutchen, 'lawsuit', Tim, Cook, Inez, Stepman, Santos, Biden, Andrew, McCarthy, JJ, 'harassment', Joe, Bidens, Thom, Browne, Tim, Cook, 'lawsuit', Thom, Browne, Alison, Roman, 'harassment', 'lawsuit', 'harassment', Tim, Cook, 'lawsuit', Biden, Tim, Cook, 'lawsuit', 'lawsuit', Winklevoss, Barry, Diller, Barry, Ritholtz, Semafor, Brazils, Beyonc, Semafor, Semafor, CODE, BLUE, Semafor, Stephen, Heifetz, Semafor, Beavers, Semafor, Semafor, Semafor, 'lawsuit', Biden, Kishida, Biden, Kishida, Forbes, George, Santos, Andrew, McCutchen, Yellen, Kamila, Valieva, Jeff, Beck, Jamie, Dimon, Warren, Buffetts, Elon, Musk, Biden, Biden, Trump, Merrick, Garland, Biden, Tim, Cook, Bill, Gates, Biden, 'harassment', Biden, McCarthys, Yellen, Ronna, McDaniel, Putins, Putins, Serena, Venus, Williams, Putin, Yellen, Tim, Cook, Yellen, 'lawsuit', Nick, Silverman, 'lawsuit', Steve, Bannon, Nelson, Peltz, David, Gordon, Peter, Klein, Jeff, Deist, Robert, P., Murphy, Peter, G., Klein, Lipton, Matthews, William, L., Anderson, Ryan, McMaken, Kevin, McCarthy, Webb, Kanye, West, Biden, Kishida, McCarthy, Biden, 'harassment', Yellen, Floyd, Elon, Musk, Shinzo, Abe, Shinzo, Abe, Shinzo, Abe, Milo, Zeman]"
21," Bengaluru Man Sends Delivery Agent To Apple Store, Complains To Staff Through His Phone ",Extremely Negative,270,"['frustrated', 'complaint', 'complaint', 'hassle', 'complained', 'irritating', 'sorry', 'limit']",[],"[Shankar, Ganesh]"
22,Quick commerce apps nudge users to increase order sizes,Extremely Positive,400,"['hard', 'dark', 'problem', 'limited', 'denied', 'expensive', 'loss', 'losses', 'losses', 'losses', 'violation']","['burn', 'bigger', 'burn', 'burn', 'gross']",['harassment']
23,"From milk and wheat to condoms, here's what India ordered online in 2022",Extremely Positive,30,"['rage', 'Mischievous', 'Issues', 'evasion']",[],"[Rolling, In, The, DeepAccording]"
24,Exclusive: Dunzo eyes $100 million via convertible notes amid tough equity funding market,Extremely Negative,270,"['fallen', 'fell', 'worse', 'debt', 'debt', 'debt', 'debt', 'violation']",[],"[Kabeer, Biswas, Dunzos, Biswas, Rahul, Awasthi]"
25,"
                                                                        Customers tipped delivery partners up to Rs 3 crore on Dunzo in 2022                                ",Extremely Negative,190,[],[],[]
26,"Over 50% consumers pre-plan their online grocery purchases, says survey",Extremely Negative,190,[],[],[]
27,"Ola, Amazon, Uber, Dunzo, PharmEasy have worst working conditions for gig workers: Fairwork study",Extremely Negative,620,"['lose', 'loses', 'trapped', 'complaints', 'hesitant', 'complain', 'fearful', 'discrimination', 'oblivious', 'concerns', 'disconcerting', 'insufficient', 'Limited']","['sick', 'corruption', 'dirty', 'fear']","[Jose, Narayana, Murthy, Faizal, 'harassment', 'harassment']"
28,"BigBasket raises $200 million from Tata Digital, others",Extremely Negative,480,"['tricky', 'frenzy', 'dark', 'dark', 'break', 'restricted', 'critical', 'Issues', 'evasion']","['gross', 'gross', 'gross', 'Gross']","[Hari, Menon, Menon, Menon, Menon]"
29,Will Big Basket be the proverbial dark horse in India’s retail race?,Extremely Negative,270,"['dark', 'warning', 'relentless']",['German'],"[Mukesh, Ambaniowned]"
30,"Zomato Co-Founder, Chief Technology Officer Gunjan Patidar Quits Company",Extremely Negative,220,"['resigned', 'resignation', 'resigned']",[],"[Gunjan, Patidar, Patidar, Mohit, Gupta, Gupta, Rahul, Ganjoo, Siddharth, Jhawar, Gaurav, Gupta]"
